文鳥	名詞	普通名詞	一般				ブンチョウ	文鳥	文鳥	ブンチョー	文鳥	ブンチョー	漢							体	ブンチョウ	ブンチョウ	ブンチョウ	ブンチョウ	0	1	C2		9241678732993024	33621
夏目	名詞	固有名詞	人名	姓			ナツメ	ナツメ	夏目	ナツメ	夏目	ナツメ	固							姓	ナツメ	ナツメ	ナツメ	ナツメ	0			7666628326203904	27891
返事	名詞	普通名詞	サ変可能				ヘンジ	返事	返事	ヘンジ	返事	ヘンジ	漢	ヘ半濁	基本形					体	ヘンジ	ヘンジ	ヘンジ	ヘンジ	3	C2		9359326477165056	34049
で	助動詞				助動詞-ダ	連用形-一般	ダ	だ	で	デ	だ	ダ	和							助動	デ	ダ	デ	ダ		名詞%F1		6299110739157633	22916
あっ	動詞	非自立可能			五段-ラ行	連用形-促音便	アル	有る	あっ	アッ	ある	アル	和							用	アッ	アル	アッ	アル	1	C3		334260158472836	1216
た	助動詞				助動詞-タ	終止形-一般	タ	た	た	タ	た	タ	和							助動	タ	タ	タ	タ		動詞%F2@1	形容詞%F4@-2		5948916285711019	21642
。	補助記号	句点						。	。		。		記号							補助								6880571302400	25
　	空白							　	　		　		記号							補助								6330815488512	23
文鳥	名詞	普通名詞	一般				ブンチョウ	文鳥	文鳥	ブンチョー	文鳥	ブンチョー	漢							体	ブンチョウ	ブンチョウ	ブンチョウ	ブンチョウ	0	1	C2		9241678732993024	33621
は	助詞	係助詞					ハ	は	は	ワ	は	ワ	和							係助	ハ	ハ	ハ	ハ		動詞%F2@0	名詞%F1	形容詞%F2@-1		8059703733133824	29321
三重吉	名詞	固有名詞	人名	名			ミエキチ	ミエキチ	三重吉	ミエキチ	三重吉	ミエキチ	固							名	ミエキチ	ミエキチ	ミエキチ	ミエキチ	0			22607067202331136	82244
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
小説	名詞	普通名詞	一般				ショウセツ	小説	小説	ショーセツ	小説	ショーセツ	漢						B1S8SjS	体	ショウセツ	ショウセツ	ショウセツ	ショウセツ	0	C2		4600640152150528	16737
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
出	動詞	一般			下一段-ダ行	連用形-一般	デル	出る	出	デ	出る	デル	和							用	デ	デル	デ	デル	1	C1	M4@1	7072067447038593	25728
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
来る	動詞	非自立可能			カ行変格	連体形-一般	クル	来る	来る	クル	来る	クル	和							用	クル	クル	クル	クル	1	C1		2891174482420417	10518
くらい	助詞	副助詞					クライ	くらい	くらい	クライ	くらい	クライ	和							副助	クライ	クライ	クライ	クライ		動詞%F2@1	形容詞%F2@1	名詞%F4@1		2859563489567232	10403
だ	助動詞				助動詞-ダ	終止形-一般	ダ	だ	だ	ダ	だ	ダ	和							助動	ダ	ダ	ダ	ダ		名詞%F1		6299110739157675	22916
から	助詞	接続助詞					カラ	から	から	カラ	から	カラ	和							接助	カラ	カラ	カラ	カラ		動詞%F2@0	形容詞%F2@-1		1984077355950592	7218
奇麗	形状詞	一般					キレイ	奇麗	奇麗	キレー	奇麗	キレー	漢	キ濁	基本形					相	キレイ	キレイ	キレイ	キレイ	1	C1		2628391236936192	9562
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
きれい	形状詞	一般					キレイ	奇麗	きれい	キレー	きれい	キレー	漢	キ濁	基本形					相	キレイ	キレイ	キレイ	キレイ	1	C1		2628391169827328	9562
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
な	助動詞				助動詞-ダ	連体形-一般	ダ	だ	な	ナ	だ	ダ	和							助動	ナ	ダ	ナ	ダ		名詞%F1		6299110739157697	22916
鳥	名詞	普通名詞	一般				トリ	鳥	鳥	トリ	鳥	トリ	和	ト濁	基本形					体	トリ	トリ	トリ	トリ	0	C3		7353542423749120	26752
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
違	名詞	普通名詞	一般				イ	違	違	イ	違	イ	漢							体	イ	イ	イ	イ	1	C3		50117672763007488	182327
なかろう	形容詞	非自立可能			形容詞	意志推量形	ナイ	無い	なかろう	ナカロー	ない	ナイ	和							相	ナカロウ	ナイ	ナカロウ	ナイ	1	C3	M1@1	7543208145986145	27442
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
思っ	動詞	一般			五段-ワア行	連用形-促音便	オモウ	思う	思っ	オモッ	思う	オモウ	和							用	オモッ	オモウ	オモッ	オモウ	2	C1		1444492058174084	5255
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
じゃ	助詞	格助詞					デ	で	じゃ	ジャ	じゃ	ジャ	和							格助	ジャ	ジャ	ジャ	ジャ		名詞%F1		7014360232894976	25518
買っ	動詞	一般			五段-ワア行	連用形-促音便	カウ	買う	買っ	カッ	買う	カウ	和							用	カッ	カウ	カッ	カウ	0	C4		1635807081407108	5951
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
くれ	動詞	非自立可能			下一段-ラ行	連用形-一般	クレル	呉れる	くれ	クレ	くれる	クレル	和							用	クレ	クレル	クレ	クレル	0	C2	M4@1	2904643466306177	10567
た	助動詞				助動詞-タ	連体形-一般	タ	た	た	タ	た	タ	和							助動	タ	タ	タ	タ		動詞%F2@1	形容詞%F4@-2		5948916285711041	21642
まえ	名詞	普通名詞	副詞可能				マエ	前	まえ	マエ	まえ	マエ	和							体	マエ	マエ	マエ	マエ	1	C1		9748553660506624	35465
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
頼ん	動詞	一般			五段-マ行	連用形-撥音便	タノム	頼む	頼ん	タノン	頼む	タノム	和							用	タノン	タノム	タノン	タノム	2	C1		6206751829533317	22580
だ	助動詞				助動詞-タ	終止形-一般	タ	た	だ	ダ	だ	ダ	和							助動	ダ	ダ	ダ	ダ		動詞%F2@1		5948924875645611	21642
。	補助記号	句点						。	。		。		記号							補助								6880571302400	25
ところ	名詞	普通名詞	副詞可能				トコロ	所	ところ	トコロ	ところ	トコロ	和	ト濁	基本形				B1WS2WB3WB4WBjS	B1WS2WB8SjS	体	トコロ	トコロ	トコロ	トコロ	3	0	C2		7249372253397504	26373
が	助詞	格助詞					ガ	が	が	ガ	が	ガ	和							格助	ガ	ガ	ガ	ガ		動詞%F2@0	名詞%F1		2168520431510016	7889
三重吉	名詞	固有名詞	人名	名			ミエキチ	ミエキチ	三重吉	ミエキチ	三重吉	ミエキチ	固							名	ミエキチ	ミエキチ	ミエキチ	ミエキチ	0			22607067202331136	82244
は	助詞	係助詞					ハ	は	は	ワ	は	ワ	和							係助	ハ	ハ	ハ	ハ		動詞%F2@0	名詞%F1	形容詞%F2@-1		8059703733133824	29321
是非	副詞						ゼヒ	是非	是非	ゼヒ	是非	ゼヒ	漢							相	ゼヒ	ゼヒ	ゼヒ	ゼヒ	1			5703725226271232	20750
御	接頭辞						オ	御	御	オ	御	オ	和			促添	基本形			接頭	オ	オ	オ	オ		P2		1195727552389632	4350
飼い	動詞	一般			五段-ワア行	連用形-一般	カウ	飼う	飼い	カイ	飼う	カウ	和							用	カイ	カウ	カイ	カウ	1	C1		1636081959314049	5952
なさい	動詞	非自立可能			五段-ラ行	命令形	ナサル	為さる	なさい	ナサイ	なさる	ナサル	和							用	ナサイ	ナサル	ナサイ	ナサル	2	C1		7646012483183394	27816
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
同じ	連体詞						オナジ	同じ	同じ	オナジ	同じ	オナジ	和							相	オナジ	オナジ	オナジ	オナジ	0			1406850964791808	5118
よう	形状詞	助動詞語幹					ヨウ	様	よう	ヨー	よう	ヨー	漢							助動	ヨウ	ヨウ	ヨウ	ヨウ	1	C3		10720796750258688	39002
な	助動詞				助動詞-ダ	連体形-一般	ダ	だ	な	ナ	だ	ダ	和							助動	ナ	ダ	ナ	ダ		名詞%F1		6299110739157697	22916
事	名詞	普通名詞	一般				コト	事	事	コト	事	コト	和	コ濁	基本形				B1WS2WB3WB6SjShS	体	コト	コト	コト	コト	2	C3		3528350094205440	12836
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
繰り返し	動詞	一般			五段-サ行	連用形-一般	クリカエス	繰り返す	繰り返し	クリカエシ	繰り返す	クリカエス	和							用	クリカエシ	クリカエス	クリカエシ	クリカエス	0	3	C2		2880454277603969	10479
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
いる	動詞	非自立可能			上一段-ア行	終止形-一般	イル	居る	いる	イル	いる	イル	和							用	イル	イル	イル	イル	0	C4		710568013079211	2585
。	補助記号	句点						。	。		。		記号							補助								6880571302400	25
うむ	感動詞	一般					ウム	うむ	うむ	ウム	うむ	ウム	和							他	ウム	ウム	ウム	ウム	1			24038356463788544	87451
買う	動詞	一般			五段-ワア行	終止形-一般	カウ	買う	買う	カウ	買う	カウ	和							用	カウ	カウ	カウ	カウ	0	C4		1635807081407147	5951
よ	助詞	終助詞					ヨ	よ	よ	ヨ	よ	ヨ	和							終助	ヨ	ヨ	ヨ	ヨ		名詞%F1	動詞%F2@0	形容詞%F2@-1		10714749436305920	38980
買う	動詞	一般			五段-ワア行	終止形-一般	カウ	買う	買う	カウ	買う	カウ	和							用	カウ	カウ	カウ	カウ	0	C4		1635807081407147	5951
よ	助詞	終助詞					ヨ	よ	よ	ヨ	よ	ヨ	和							終助	ヨ	ヨ	ヨ	ヨ		名詞%F1	動詞%F2@0	形容詞%F2@-1		10714749436305920	38980
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
やはり	副詞						ヤハリ	矢張り	やはり	ヤハリ	やはり	ヤハリ	和							相	ヤハリ	ヤハリ	ヤハリ	ヤハリ	2			10551497729384960	38386
頬杖	名詞	普通名詞	一般				ホオヅエ	頬杖	頬杖	ホーズエ	頬杖	ホーズエ	和							体	ホオヅエ	ホオヅエ	ホオヅエ	ホオヅエ	0	3	C2		18405008638878208	66957
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
突い	動詞	一般			五段-カ行	連用形-イ音便	ツク	突く	突い	ツイ	突く	ツク	和	ツ濁	基本形					用	ツイ	ツク	ツイ	ツク	0	1	C2		6745237649236610	24539
た	助動詞				助動詞-タ	連体形-一般	タ	た	た	タ	た	タ	和							助動	タ	タ	タ	タ		動詞%F2@1	形容詞%F4@-2		5948916285711041	21642
まま	名詞	普通名詞	副詞可能				ママ	侭	まま	ママ	まま	ママ	和							体	ママ	ママ	ママ	ママ	2	C3		9892589616636416	35989
で	助詞	格助詞					デ	で	で	デ	で	デ	和							格助	デ	デ	デ	デ		動詞%F2@0	名詞%F1		7014343053025792	25518
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
むにゃむにゃ	副詞						ムニャムニャ	むにゃむにゃ	むにゃむにゃ	ムニャムニャ	むにゃむにゃ	ムニャムニャ	和							相	ムニャムニャ	ムニャムニャ	ムニャムニャ	ムニャムニャ	1	0			10215296279388672	37163
云っ	動詞	一般			五段-ワア行	連用形-促音便	イウ	言う	云っ	イッ	云う	イウ	和							用	イッ	イウ	イッ	イウ	0	C2		431841848992388	1571
てる	助動詞				下一段-タ行	連体形-一般	テル	てる	てる	テル	てる	テル	和							助動	テル	テル	テル	テル		動詞%F1		6950846256521921	25287
うち	名詞	普通名詞	副詞可能				ウチ	内	うち	ウチ	うち	ウチ	和							体	ウチ	ウチ	ウチ	ウチ	0	C3		881267193291264	3206
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
三重吉	名詞	固有名詞	人名	名			ミエキチ	ミエキチ	三重吉	ミエキチ	三重吉	ミエキチ	固							名	ミエキチ	ミエキチ	ミエキチ	ミエキチ	0			22607067202331136	82244
は	助詞	係助詞					ハ	は	は	ワ	は	ワ	和							係助	ハ	ハ	ハ	ハ		動詞%F2@0	名詞%F1	形容詞%F2@-1		8059703733133824	29321
黙っ	動詞	一般			五段-ラ行	連用形-促音便	ダマル	黙る	黙っ	ダマッ	黙る	ダマル	和							用	ダマッ	ダマル	ダマッ	ダマル	2	C1		6392019505259140	23254
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
しまっ	動詞	非自立可能			五段-ワア行	連用形-促音便	シマウ	仕舞う	しまっ	シマッ	しまう	シマウ	和	シ濁	基本形					用	シマッ	シマウ	シマッ	シマウ	0	C2		4326037123113604	15738
た	助動詞				助動詞-タ	終止形-一般	タ	た	た	タ	た	タ	和							助動	タ	タ	タ	タ		動詞%F2@1	形容詞%F4@-2		5948916285711019	21642
。	補助記号	句点						。	。		。		記号							補助								6880571302400	25
おおかた	副詞						オオカタ	大方	おおかた	オーカタ	おおかた	オーカタ	和							相	オオカタ	オオカタ	オオカタ	オオカタ	0			1248504110522880	4542
