にごりえ	名詞	普通名詞	一般				ニゴリエ	濁り江	にごりえ	ニゴリエ	にごりえ	ニゴリエ	和							体	ニゴリエ	ニゴリエ	ニゴリエ	ニゴリエ	3	C1		17716439549092352	64452
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
よ	助詞	終助詞					ヨ	よ	よ	ヨ	よ	ヨ	和							終助	ヨ	ヨ	ヨ	ヨ		名詞%F1	動詞%F2@0	形容詞%F2@-1		10714749436305920	38980
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
お	接頭辞						オ	御	お	オ	お	オ	和			促添	基本形			接頭	オ	オ	オ	オ		P2		1195727518835200	4350
寄	名詞	普通名詞	一般			
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
よ	助詞	終助詞					ヨ	よ	よ	ヨ	よ	ヨ	和							終助	ヨ	ヨ	ヨ	ヨ		名詞%F1	動詞%F2@0	形容詞%F2@-1		10714749436305920	38980
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
り	助動詞				文語助動詞-リ	終止形-一般	リ	り	り	リ	り	リ	和							助動	リ	リ	リ	リ		動詞%F4@0		10958016383951531	39865
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
いつ	代名詞						イツ	何時	いつ	イツ	いつ	イツ	和							体	イツ	イツ	イツ	イツ	1			624264940233216	2271
たら	助詞	副助詞					タラ	たら	たら	タラ	たら	タラ	和							副助	タラ	タラ	タラ	タラ		名詞%F2@1		6243585401954816	22714
寄	名詞	普通名詞	一般			
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
よ	助詞	終助詞					ヨ	よ	よ	ヨ	よ	ヨ	和							終助	ヨ	ヨ	ヨ	ヨ		名詞%F1	動詞%F2@0	形容詞%F2@-1		10714749436305920	38980
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
つ	助動詞				五段-ワア行	終止形-一般	ツウ	つう	つ	ツ	つう	ツー	和							助動	ツ	ツウ	ツ	ツウ		動詞%F2@0	形容詞%F2@-1	名詞%F1		6700458253100006	24376
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
宜	形容詞	非自立可能			形容詞	語幹-一般	ヨイ	良い	宜	ヨ	宜い	ヨイ	和							相	ヨ	ヨイ	ヨ	ヨイ	1	C3		10716957284377121	38988
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
い	助詞	終助詞					イ	い	い	イ	い	イ	和							終助	イ	イ	イ	イ		名詞%F2@0		412325484044800	1500
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
いで	感動詞	一般					イデ	いで	いで	イデ	いで	イデ	和							他	イデ	イデ	イデ	イデ	1			630028786344448	2292
は	助詞	係助詞					ハ	は	は	ワ	は	ワ	和							係助	ハ	ハ	ハ	ハ		動詞%F2@0	名詞%F1	形容詞%F2@-1		8059703733133824	29321
ない	形容詞	非自立可能			形容詞	終止形-一般	ナイ	無い	ない	ナイ	ない	ナイ	和							相	ナイ	ナイ	ナイ	ナイ	1	C3		7543208145986219	27442
か	助詞	終助詞					カ	か	か	カ	か	カ	和							終助	カ	カ	カ	カ		動詞%F2@0	形容詞%F2@-1	名詞%F1		1530803687399936	5569
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
又	接続詞						マタ	又	又	マタ	又	マタ	和							他	マタ	マタ	マタ	マタ	0			9822495783920128	35734
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
また	接続詞						マタ	又	また	マタ	また	マタ	和							他	マタ	マタ	マタ	マタ	0			9822495750365696	35734
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
素	接尾辞	名詞的	一般				ソ	素	素	ソ	素	ソ	漢							接尾体	ソ	ソ	ソ	ソ		C3		5752103704338944	20926
通	名詞	普通名詞	助数詞可能				トオリ	通り	通	トーリ	通	トーリ	和	ト濁	基本形				B1WB2WB3WB4WBjS	B1WB2WB8SjS	体	トオリ	トオリ	トオリ	トオリ	3	C2		7202643210543616	26203
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
す	動詞	非自立可能			文語サ行変格	終止形-一般	スル	為る	す	ス	す	ス	和							用	ス	ス	ス	ス	1	C4		5370306982191787	19537
ど	助詞	接続助詞					ド	ど	ど	ド	ど	ド	和							接助	ド	ド	ド	ド		動詞%F2@0		7404944558793216	26939
ほ	副詞						ホ	ほ	ほ	ホ	ほ	ホ	和							相	ホ	ホ	ホ	ホ	1			69254947522355712	251948
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
り	名詞	普通名詞	助数詞可能				リ	里	り	リ	り	リ	漢							体	リ	リ	リ	リ	1	C3		46773783058588160	170162
で	助詞	格助詞					デ	で	で	デ	で	デ	和							格助	デ	デ	デ	デ		動詞%F2@0	名詞%F1		7014343053025792	25518
二	名詞	数詞					ニ	二	二	ニ	二	ニ	漢			イ長添	基本形			数	ニ	ニ	ニ	ニ	1	C3		7746342952772096	28181
｜	補助記号	一般						｜	｜		｜		記号							補助								23699981760340480	86220
葉	名詞	普通名詞	一般				ハ	葉	葉	ハ	葉	ハ	和	ハ濁	基本形					体	ハ	ハ	ハ	ハ	0	C3		8062452512203264	29331
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ば	助詞	接続助詞					バ	ば	ば	バ	ば	バ	和							接助	バ	バ	バ	バ		動詞%F2@0	形容詞%F2@-1		8384609419141632	30503
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
や	助詞	副助詞					ヤ	や	や	ヤ	や	ヤ	和							副助	ヤ	ヤ	ヤ	ヤ		動詞%F2@0	名詞%F1	形容詞%F2@-1		10468183953777152	38083
へ	助詞	格助詞					ヘ	へ	へ	エ	へ	エ	和							格助	ヘ	ヘ	ヘ	ヘ		名詞%F1		9296104558567936	33819
行	動詞	非自立可能			五段-カ行	終止形-一般	イク	行く	行	イク	行く	イク	和							用	イク	イク	イク	イク	0	C2		470874511778786	1713
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ゆ	感動詞	一般				
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
く	名詞	数詞					ク	九	く	ク	く	ク	漢							数	ク	ク	ク	ク	1	C3		2747413370642944	9995
氣	名詞	普通名詞	一般				キ	気	氣	キ	氣	キ	漢	キ濁	基本形					体	キ	キ	キ	キ	0	C3		2271324835815936	8263
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
き	名詞	普通名詞	助数詞可能				キ	機	き	キ	き	キ	漢						B1S6SjShS	B1S6S8SjShS	体	キ	キ	キ	キ	1	C3		2270775080002048	8261
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
だら	助動詞				助動詞-ダ	未然形-一般	ダ	だ	だら	ダラ	だ	ダ	和							助動	ダラ	ダ	ダラ	ダ		名詞%F1		6299110739157569	22916
う	感動詞	一般					ウウ	うう	う	ウ	う	ウ	和							他	ウ	ウ	ウ	ウ	1			58287396344701440	212048
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
押	名詞	普通名詞	一般				オシ	押し	押	オシ	押	オシ	和							体	オシ	オシ	オシ	オシ	0	C4		1350758691906048	4914
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
おし	名詞	普通名詞	一般				オシ	押し	おし	オシ	おし	オシ	和							体	オシ	オシ	オシ	オシ	0	C4		1350758826123776	4914
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
かけ	動詞	非自立可能			下一段-カ行	連用形-一般	カケル	掛ける	かけ	カケ	かける	カケル	和	カ濁	基本形					用	カケ	カケル	カケ	カケル	2	C1	M4@1	1730914803655297	6297
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
行	名詞	普通名詞	助数詞可能				ギョウ	行	行	ギョー	行	ギョー	漢						B	B7G	体	ギョウ	ギョウ	ギョウ	ギョウ	1	C3		2717176733770240	9885
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ゆ	感動詞	一般				
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
つ	助動詞				五段-ワア行	終止形-一般	ツウ	つう	つ	ツ	つう	ツー	和							助動	ツ	ツウ	ツ	ツウ		動詞%F2@0	形容詞%F2@-1	名詞%F1		6700458253100006	24376
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
引	名詞	普通名詞	一般				ヒキ	引き	引	ビキ	引	ビキ	和	ヒ濁	濁音形					体	ビキ	ビキ	ビキ	ヒキ	0	C3		8577573776933376	31205
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ひき	名詞	普通名詞	一般				ヒキ	引き	ひき	ヒキ	ひき	ヒキ	和	ヒ濁	基本形					体	ヒキ	ヒキ	ヒキ	ヒキ	0	C3		8577573844034048	31205
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
ずつ	助詞	副助詞					ズツ	ずつ	ずつ	ズツ	ずつ	ズツ	和							副助	ズツ	ズツ	ズツ	ズツ		名詞%F4@1		5398885593915904	19641
て	名詞	普通名詞	助数詞可能				テ	手	て	テ	て	テ	和	テ濁	基本形				B1SjS	B1S8SjS	体	テ	テ	テ	テ	1	C3		6838146381783552	24877
來	接尾辞	名詞的	副詞可能				ライ	来	來	ライ	來	ライ	漢							接尾体	ライ	ライ	ライ	ライ		C3		10878026946585088	39574
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
く	動詞	非自立可能			カ行変格	連体形-省略	クル	来る	く	ク	くる	クル	和							用	ク	クル	ク	クル	1	C1		2891174448865957	10518
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
る	助動詞				文語助動詞-リ	連体形-一般	リ	り	る	ル	り	リ	和							助動	ル	リ	ル	リ		動詞%F4@0		10958016383951553	39865
から	助詞	接続助詞					カラ	から	から	カラ	から	カラ	和							接助	カラ	カラ	カラ	カラ		動詞%F2@0	形容詞%F2@-1		1984077355950592	7218
さう	副詞						ソウ	そう	さう	ソー	さう	ソー	和							相	サウ	サウ	ソウ	ソウ	1			5754586262544896	20935
思	名詞	普通名詞	一般				シ	思	思	シ	思	シ	漢							体	シ	シ	シ	シ	1	C3		74546347231027712	271198
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
お	接頭辞						オ	御	お	オ	お	オ	和			促添	基本形			接頭	オ	オ	オ	オ		P2		1195727518835200	4350
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
ひな	名詞	普通名詞	一般				ヒナ	雛	ひな	ヒナ	ひな	ヒナ	和	ヒ濁	基本形					体	ヒナ	ヒナ	ヒナ	ヒナ	1	C3		8683951459803648	31592
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
ほんと	名詞	普通名詞	一般				ホントウ	本当	ほんと	ホント	ほんと	ホント	漢							体	ホント	ホント	ホント	ホント	0	C2		9606166837600768	34947
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
お	接頭辞						オ	御	お	オ	お	オ	和			促添	基本形			接頭	オ	オ	オ	オ		P2		1195727518835200	4350
湯	名詞	普通名詞	一般				ユ	湯	湯	ユ	湯	ユ	和							体	ユ	ユ	ユ	ユ	1	C3		10603698761900544	38576
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ぶう	感動詞	一般					ブウ	ぶう	ぶう	ブー	ぶう	ブー	和							他	ブウ	ブウ	ブウ	ブウ	0	1			9254048272359936	33666
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
なら	助動詞				助動詞-ダ	仮定形-一般	ダ	だ	なら	ナラ	だ	ダ	和							助動	ナラ	ダ	ナラ	ダ		名詞%F1	M2@1	6299110739157729	22916
歸	名詞	普通名詞	一般			
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
か	助詞	副助詞					カ	か	か	カ	か	カ	和							副助	カ	カ	カ	カ		動詞%F2@0	形容詞%F2@-1	名詞%F1		1530528809492992	5568
へ	助詞	格助詞					ヘ	へ	へ	エ	へ	エ	和							格助	ヘ	ヘ	ヘ	ヘ		名詞%F1		9296104558567936	33819
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
り	名詞	普通名詞	助数詞可能				リ	里	り	リ	り	リ	漢							体	リ	リ	リ	リ	1	C3		46773783058588160	170162
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
吃度	名詞	普通名詞	一般			
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
きつ	形容詞	一般			形容詞	語幹-一般	キツイ	きつい	きつ	キツ	きつい	キツイ	和							相	キツ	キツイ	キツ	キツイ	0	2	C2		2387873001251361	8687
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
よ	助詞	終助詞					ヨ	よ	よ	ヨ	よ	ヨ	和							終助	ヨ	ヨ	ヨ	ヨ		名詞%F1	動詞%F2@0	形容詞%F2@-1		10714749436305920	38980
つ	助動詞				五段-ワア行	終止形-一般	ツウ	つう	つ	ツ	つう	ツー	和							助動	ツ	ツウ	ツ	ツウ		動詞%F2@0	形容詞%F2@-1	名詞%F1		6700458253100006	24376
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
お	接頭辞						オ	御	お	オ	お	オ	和			促添	基本形			接頭	オ	オ	オ	オ		P2		1195727518835200	4350
呉	名詞	固有名詞	地名	一般			クレ	クレ	呉	クレ	呉	クレ	固							地名	クレ	クレ	クレ	クレ	1			2899970541888000	10550
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
く	動詞	非自立可能			カ行変格	連体形-省略	クル	来る	く	ク	くる	クル	和							用	ク	クル	ク	クル	1	C1		2891174448865957	10518
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
れよ	助動詞				助動詞-レル	命令形	レル	れる	れよ	レヨ	れる	レル	和							助動	レヨ	レル	レヨ	レル		動詞%F3@1	M2@1	11198809430434593	40741
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
嘘	名詞	普通名詞	一般				ウソ	嘘	嘘	ウソ	嘘	ウソ	和							体	ウソ	ウソ	ウソ	ウソ	1	C3		873295801098752	3177
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
うそ	名詞	普通名詞	一般				ウソ	嘘	うそ	ウソ	うそ	ウソ	和							体	ウソ	ウソ	ウソ	ウソ	1	C3		873295733989888	3177
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
つ	接尾辞	名詞的	助数詞				ツ	つ	つ	ツ	つ	ツ	和						B1WS2WB3D4D5WB6D7WB8D9WB	助数	ツ	ツ	ツ	ツ		C3		6685589076320768	24322
吐	接尾辞	名詞的	一般				ハキ	吐き	吐	ハキ	吐	ハキ	和							接尾体	ハキ	ハキ	ハキ	ハキ		C3		68647742225916416	249739
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
つ	助詞	副助詞					ツ	つ	つ	ツ	つ	ツ	和							副助	ツ	ツ	ツ	ツ		動詞%F4@0		6685039320506880	24320
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
き	名詞	普通名詞	助数詞可能				キ	機	き	キ	き	キ	漢						B1S6SjShS	B1S6S8SjShS	体	キ	キ	キ	キ	1	C3		2270775080002048	8261
だ	助動詞				助動詞-ダ	終止形-一般	ダ	だ	だ	ダ	だ	ダ	和							助動	ダ	ダ	ダ	ダ		名詞%F1		6299110739157675	22916
から	助詞	接続助詞					カラ	から	から	カラ	から	カラ	和							接助	カラ	カラ	カラ	カラ		動詞%F2@0	形容詞%F2@-1		1984077355950592	7218
何	代名詞						ナニ	何	何	ナニ	何	ナニ	和							体	ナニ	ナニ	ナニ	ナニ	0	1			7674599819059712	27920
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
なに	代名詞						ナニ	何	なに	ナニ	なに	ナニ	和							体	ナニ	ナニ	ナニ	ナニ	0	1			7674599785505280	27920
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
言	動詞	一般			五段-ワア行	連用形-省略	イウ	言う	言	イ	言う	イウ	和							用	イ	イウ	イ	イウ	0	C2		431841882547178	1571
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
い	助詞	終助詞					イ	い	い	イ	い	イ	和							終助	イ	イ	イ	イ		名詞%F2@0		412325484044800	1500
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
ふか	形容詞	一般			形容詞	語幹-一般	フカイ	深い	ふか	フカ	ふかい	フカイ	和	フ濁	基本形					相	フカ	フカイ	フカ	フカイ	2	C1		8939313035354657	32521
知	名詞	普通名詞	一般				チ	知	知	チ	知	チ	漢							体	チ	チ	チ	チ	1	C3		6428303355421184	23386
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
し	動詞	非自立可能			サ行変格	連用形-一般	スル	為る	し	シ	する	スル	和							用	シ	スル	シ	スル	0	C5		5370298291593857	19537
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
れ	助動詞				助動詞-レル	連用形-一般	レル	れる	れ	レ	れる	レル	和							助動	レ	レル	レ	レル		動詞%F3@1	M4@1	11198809430434433	40741
や	助詞	係助詞					ハ	は	や	ヤ	や	ヤ	和							係助	ヤ	ヤ	ヤ	ヤ		動詞%F2@0		8059720913003008	29321
し	動詞	非自立可能			サ行変格	未然形-一般	スル	為る	し	シ	する	スル	和							用	シ	スル	シ	スル	0	C5		5370298291593793	19537
ない	助動詞				助動詞-ナイ	終止形-一般	ナイ	ない	ない	ナイ	ない	ナイ	和							助動	ナイ	ナイ	ナイ	ナイ		動詞%F3@0		7542108634358443	27438
と	助詞	接続助詞					ト	と	と	ト	と	ト	和							接助	ト	ト	ト	ト		形容詞%F2@-1	動詞%F1		7098730570457600	25825
店先	名詞	普通名詞	一般				ミセサキ	店先	店先	ミセサキ	店先	ミセサキ	和							体	ミセサキ	ミセサキ	ミセサキ	ミセサキ	0	4	C2		10025630523597312	36473
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
みせ	動詞	非自立可能			下一段-サ行	連用形-一般	ミセル	見せる	みせ	ミセ	みせる	ミセル	和							用	ミセ	ミセル	ミセ	ミセル	2	C1	M4@1	10027554668946049	36480
さき	名詞	普通名詞	副詞可能				サキ	先	さき	サキ	さき	サキ	和							体	サキ	サキ	サキ	サキ	0	C4		3834555425497600	13950
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
立	動詞	一般			下一段-タ行	連用形-一般	タテル	立てる	立	タテ	立る	タテル	和	タ濁	基本形					用	タテ	タテル	タテ	タテル	2	C1	M4@1	6186410931528321	22506
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
た	助動詞				助動詞-タ	終止形-一般	タ	た	た	タ	た	タ	和							助動	タ	タ	タ	タ		動詞%F2@1	形容詞%F4@-2		5948916285711019	21642
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
つ	助動詞				五段-ワア行	終止形-一般	ツウ	つう	つ	ツ	つう	ツー	和							助動	ツ	ツウ	ツ	ツウ		動詞%F2@0	形容詞%F2@-1	名詞%F1		6700458253100006	24376
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
馴染	名詞	普通名詞	一般				ナジミ	馴染み	馴染	ナジミ	馴染	ナジミ	和							体	ナジミ	ナジミ	ナジミ	ナジミ	3	0	C2		7649860807434752	27830
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
なじみ	名詞	普通名詞	一般				ナジミ	馴染み	なじみ	ナジミ	なじみ	ナジミ	和							体	ナジミ	ナジミ	ナジミ	ナジミ	3	0	C2		7649860773880320	27830
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
らしき	接尾辞	形容詞的			文語形容詞-シク	連体形-一般	ラシイ	らしい	らしき	ラシキ	らし	ラシ	和							接尾相	ラシキ	ラシ	ラシキ	ラシ		C4		10913769630868161	39704
突	名詞	普通名詞	一般				ツキ	突き	突	ツキ	突	ツキ	和	ツ濁	基本形					体	ツキ	ツキ	ツキ	ツキ	0	C4		17558659664060928	63878
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
つ	補助記号	一般						っ	つ		つ		記号							補助								37911994283729408	137923
ツ	補助記号	一般						っ	ツ		ツ		記号							補助								37911994250174976	137923
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
かけ	動詞	非自立可能			下一段-カ行	連用形-一般	カケル	掛ける	かけ	カケ	かける	カケル	和	カ濁	基本形					用	カケ	カケル	カケ	カケル	2	C1	M4@1	1730914803655297	6297
下駄	名詞	普通名詞	一般				ゲタ	下駄	下駄	ゲタ	下駄	ゲタ	漢							体	ゲタ	ゲタ	ゲタ	ゲタ	0	C4		3177597261455872	11560
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
げた	名詞	普通名詞	一般				ゲタ	下駄	げた	ゲタ	げた	ゲタ	漢							体	ゲタ	ゲタ	ゲタ	ゲタ	0	C4		3177597295010304	11560
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
男	名詞	普通名詞	一般				オトコ	男	男	オトコ	男	オトコ	和							体	オトコ	オトコ	オトコ	オトコ	3	C2		1391715466486272	5063
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
とこ	名詞	普通名詞	一般				トコロ	所	とこ	トコ	とこ	トコ	和	ト濁	基本形					体	トコ	トコ	トコ	トコ	2	0	C2		7249363663462912	26373
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
とらへ	動詞	一般			下一段-ア行	連用形-一般	トラエル	捕らえる	とらへ	トラエ	とらへる	トラエル	和							用	トラヘ	トラヘル	トラエ	トラエル	3	C1	M4@1	7344746431390337	26720
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
小言	名詞	普通名詞	一般				コゴト	小言	小言	コゴト	小言	コゴト	和							体	コゴト	コゴト	コゴト	コゴト	0	C2		14860732906742272	54063
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
こ	接頭辞						コ	古	こ	コ	こ	コ	漢							接頭	コ	コ	コ	コ		P2		3239444790518272	11785
ゞ	補助記号	一般						ゞ	ゞ		ゞ		記号							補助								23830548766138880	86695
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
