少年	名詞	普通名詞	一般	*	*	*	ショウネン	少年	少年	ショーネン	ショウネン	漢	少年	ショーネン	ショウネン	ショウネン	*	*	*	*	*	*	0	C2	*
二	名詞	数詞	*	*	*	*	ニ	二	二	ニ	ニ	漢	二	ニ	ニ	ニ	*	*	*	イ長添	基本形	*	1	C3	*
丁目	名詞	普通名詞	助数詞可能	*	*	*	チョウメ	丁目	丁目	チョーメ	チョウメ	漢	丁目	チョーメ	チョウメ	チョウメ	*	*	*	*	*	B1S8SjS	"3	0"	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
家	名詞	普通名詞	一般	*	*	*	イエ	家	家	イエ	イエ	和	家	イエ	イエ	イエ	*	*	*	*	*	*	2	C3	*
から	助詞	格助詞	*	*	*	*	カラ	から	から	カラ	カラ	和	から	カラ	カラ	カラ	*	*	*	*	*	*	*	"動詞%F2@0	形容詞%F2@-1	名詞%F1"	*
水天	名詞	普通名詞	一般	*	*	*	スイテン	水天	水天	スイテン	スイテン	漢	水天	スイテン	スイテン	スイテン	*	*	*	*	*	*	"0	1"	C2	*
宮	接尾辞	名詞的	一般	*	*	*	グウ	宮	宮	グー	グウ	漢	宮	グー	グウ	グウ	*	*	*	*	*	*	*	C3	*
裏	接尾辞	名詞的	一般	*	*	*	リ	裏	裏	リ	リ	漢	裏	リ	リ	リ	*	*	*	*	*	*	*	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
有馬	名詞	固有名詞	地名	一般	*	*	アリマ	アリマ	有馬	アリマ	アリマ	固	有馬	アリマ	アリマ	アリマ	*	*	*	*	*	*	1	*	*
学校	名詞	普通名詞	一般	*	*	*	ガッコウ	学校	学校	ガッコー	ガッコウ	漢	学校	ガッコー	ガッコウ	ガッコウ	*	*	*	*	*	*	0	C2	*
へ	助詞	格助詞	*	*	*	*	ヘ	へ	へ	エ	ヘ	和	へ	エ	ヘ	ヘ	*	*	*	*	*	*	*	名詞%F1	*
通っ	動詞	一般	*	*	五段-ラ行	連用形-促音便	トオル	通る	通っ	トーッ	トオッ	和	通る	トール	トオル	トオル	*	*	*	*	*	*	1	C1	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
居	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	イル	居る	居	イ	イ	和	居る	イル	イル	イル	*	*	*	*	*	*	0	C4	M4@1
た	助動詞	*	*	*	助動詞-タ	連体形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
時分	名詞	普通名詞	副詞可能	*	*	*	ジブン	時分	時分	ジブン	ジブン	漢	時分	ジブン	ジブン	ジブン	*	*	*	*	*	*	"0	1"	C2	*
―	補助記号	一般	*	*	*	*	﻿		―			記号	―				*	*	*	*	*	*	*	*	*
―	補助記号	一般	*	*	*	*	﻿		―			記号	―				*	*	*	*	*	*	*	*	*
―	補助記号	一般	*	*	*	*	﻿		―			記号	―				*	*	*	*	*	*	*	*	*
人形	名詞	普通名詞	一般	*	*	*	ニンギョウ	人形	人形	ニンギョー	ニンギョウ	漢	人形	ニンギョー	ニンギョウ	ニンギョウ	*	*	*	*	*	*	0	C2	*
町通り	名詞	普通名詞	一般	*	*	*	マチドオリ	町通り	町通り	マチドーリ	マチドオリ	和	町通り	マチドーリ	マチドオリ	マチドオリ	*	*	*	*	*	*	3	C1	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
空	名詞	普通名詞	一般	*	*	*	クウ	空	空	クー	クウ	漢	空	クー	クウ	クウ	*	*	*	*	*	*	"1	0"	C3	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
霞ん	動詞	一般	*	*	五段-マ行	連用形-撥音便	カスム	霞む	霞ん	カスン	カスン	和	霞む	カスム	カスム	カスム	*	*	*	*	*	*	0	C2	*
で	助詞	接続助詞	*	*	*	*	テ	て	で	デ	デ	和	で	デ	デ	デ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
軒並	名詞	普通名詞	副詞可能	*	*	*	ノキナミ	軒並み	軒並	ノキナミ	ノキナミ	和	軒並	ノキナミ	ノキナミ	ノキナミ	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
商家	名詞	普通名詞	一般	*	*	*	ショウカ	商家	商家	ショーカ	ショウカ	漢	商家	ショーカ	ショウカ	ショウカ	*	*	*	*	*	*	1	C1	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
紺	名詞	普通名詞	一般	*	*	*	コン	紺	紺	コン	コン	漢	紺	コン	コン	コン	*	*	*	*	*	*	1	C3	*
暖簾	名詞	普通名詞	一般	*	*	*	ノレン	暖簾	暖簾	ノレン	ノレン	漢	暖簾	ノレン	ノレン	ノレン	*	*	*	*	*	*	0	C2	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
ぽか	名詞	普通名詞	一般	*	*	*	ポカ	ぽか	ぽか	ポカ	ポカ	和	ぽか	ポカ	ポカ	ポカ	*	*	*	*	*	*	1	C3	*
／	補助記号	一般	*	*	*	*		／	／			記号	／				*	*	*	*	*	*	*	*	*
＼	補助記号	一般	*	*	*	*		＼	＼			記号	＼				*	*	*	*	*	*	*	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
日	名詞	普通名詞	副詞可能	*	*	*	ヒ	日	日	ヒ	ヒ	和	日	ヒ	ヒ	ヒ	ヒ混合	基本形	*	*	*	*	"0	1"	C3	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
あたっ	動詞	一般	*	*	文語四段-ラ行	連用形-促音便	アタル	当たる	あたっ	アタッ	アタッ	和	あたる	アタル	アタル	アタル	*	*	*	*	*	*	0	C2	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
取り止め	名詞	普通名詞	一般	*	*	*	トリトメ	取り留め	取り止め	トリトメ	トリトメ	和	取り止め	トリトメ	トリトメ	トリトメ	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
ない	形容詞	非自立可能	*	*	形容詞	連体形-一般	ナイ	無い	ない	ナイ	ナイ	和	ない	ナイ	ナイ	ナイ	*	*	*	*	*	*	1	C3	*
夢	名詞	普通名詞	一般	*	*	*	ユメ	夢	夢	ユメ	ユメ	和	夢	ユメ	ユメ	ユメ	*	*	*	*	*	*	2	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
よう	形状詞	助動詞語幹	*	*	*	*	ヨウ	様	よう	ヨー	ヨウ	漢	よう	ヨー	ヨウ	ヨウ	*	*	*	*	*	*	1	C3	*
な	助動詞	*	*	*	助動詞-ダ	連体形-一般	ダ	だ	な	ナ	ナ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	*
幼心	名詞	普通名詞	一般	*	*	*	オサナゴコロ	幼心	幼心	オサナゴコロ	オサナゴコロ	和	幼心	オサナゴコロ	オサナゴコロ	オサナゴコロ	*	*	*	*	*	*	4	C1	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
も	助詞	係助詞	*	*	*	*	モ	も	も	モ	モ	和	も	モ	モ	モ	*	*	*	*	*	*	*	"動詞%F2@-1	形容詞%F4@-2	名詞%F1"	*
何	代名詞	*	*	*	*	*	ナニ	何	何	ナン	ナン	和	何	ナン	ナン	ナン	*	*	*	*	*	*	1	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
なく	形容詞	非自立可能	*	*	文語形容詞-ク	連用形-一般	ナイ	無い	なく	ナク	ナク	和	なし	ナシ	ナシ	ナシ	*	*	*	*	*	*	1	C3	*
春	名詞	普通名詞	副詞可能	*	*	*	ハル	春	春	ハル	ハル	和	春	ハル	ハル	ハル	*	*	*	*	*	*	1	C3	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
感じ	動詞	一般	*	*	文語サ行変格	連用形-一般	カンズル	感ずる	感じ	カンジ	カンジ	混	感ず	カンズ	カンズ	カンズ	*	*	*	*	*	*	0	C2	*
られる	助動詞	*	*	*	助動詞-レル	連体形-一般	ラレル	られる	られる	ラレル	ラレル	和	られる	ラレル	ラレル	ラレル	*	*	*	*	*	*	*	動詞%F3@2	*
陽気	形状詞	一般	*	*	*	*	ヨウキ	陽気	陽気	ヨーキ	ヨウキ	漢	陽気	ヨーキ	ヨウキ	ヨウキ	*	*	*	*	*	*	0	C2	*
な	助動詞	*	*	*	助動詞-ダ	連体形-一般	ダ	だ	な	ナ	ナ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	*
時候	名詞	普通名詞	一般	*	*	*	ジコウ	時候	時候	ジコー	ジコウ	漢	時候	ジコー	ジコウ	ジコウ	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
頃	名詞	普通名詞	副詞可能	*	*	*	コロ	頃	頃	コロ	コロ	和	頃	コロ	コロ	コロ	コ濁	基本形	*	*	*	*	1	C3	*
で	助動詞	*	*	*	助動詞-ダ	連用形-一般	ダ	だ	で	デ	デ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	*
あっ	動詞	非自立可能	*	*	五段-ラ行	連用形-促音便	アル	有る	あっ	アッ	アッ	和	ある	アル	アル	アル	*	*	*	*	*	*	1	C3	*
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
或る	連体詞	*	*	*	*	*	アル	或る	或る	アル	アル	和	或る	アル	アル	アル	*	*	*	*	*	*	1	*	*
うら	名詞	普通名詞	一般	*	*	*	ウラ	裏	うら	ウラ	ウラ	和	うら	ウラ	ウラ	ウラ	*	*	*	*	*	*	2	C4	*
／	補助記号	一般	*	*	*	*		／	／			記号	／				*	*	*	*	*	*	*	*	*
＼	補助記号	一般	*	*	*	*		＼	＼			記号	＼				*	*	*	*	*	*	*	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
晴れ	動詞	一般	*	*	下一段-ラ行	連用形-一般	ハレル	晴れる	晴れ	ハレ	ハレ	和	晴れる	ハレル	ハレル	ハレル	*	*	*	*	*	*	2	C1	M4@1
た	助動詞	*	*	*	助動詞-タ	連体形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
日	名詞	普通名詞	副詞可能	*	*	*	ヒ	日	日	ヒ	ヒ	和	日	ヒ	ヒ	ヒ	ヒ混合	基本形	*	*	*	*	"0	1"	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
事	名詞	普通名詞	一般	*	*	*	コト	事	事	コト	コト	和	事	コト	コト	コト	コ濁	基本形	*	*	*	B1WS2WB3WB6SjShS	2	C3	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
眠く	形容詞	一般	*	*	文語形容詞-ク	連用形-一般	ネムイ	眠い	眠く	ネムク	ネムク	和	眠し	ネムシ	ネムシ	ネムシ	*	*	*	*	*	*	1	C1	*
なる	動詞	非自立可能	*	*	文語四段-ラ行	終止形-一般	ナル	成る	なる	ナル	ナル	和	なる	ナル	ナル	ナル	*	*	*	*	*	*	1	C1	*
よう	形状詞	助動詞語幹	*	*	*	*	ヨウ	様	よう	ヨー	ヨウ	漢	よう	ヨー	ヨウ	ヨウ	*	*	*	*	*	*	1	C3	*
な	助動詞	*	*	*	助動詞-ダ	連体形-一般	ダ	だ	な	ナ	ナ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	*
午後	名詞	普通名詞	副詞可能	*	*	*	ゴゴ	午後	午後	ゴゴ	ゴゴ	漢	午後	ゴゴ	ゴゴ	ゴゴ	*	*	*	*	*	*	1	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
授業	名詞	普通名詞	サ変可能	*	*	*	ジュギョウ	授業	授業	ジュギョー	ジュギョウ	漢	授業	ジュギョー	ジュギョウ	ジュギョウ	*	*	*	*	*	*	1	C1	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
済ん	動詞	一般	*	*	五段-マ行	連用形-撥音便	スム	済む	済ん	スン	スン	和	済む	スム	スム	スム	*	*	*	*	*	*	1	C1	*
で	助詞	接続助詞	*	*	*	*	テ	て	で	デ	デ	和	で	デ	デ	デ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
墨	名詞	普通名詞	一般	*	*	*	スミ	墨	墨	スミ	スミ	和	墨	スミ	スミ	スミ	ス濁	基本形	*	*	*	*	2	C3	*
だらけ	接尾辞	形状詞的	*	*	*	*	ダラケ	だらけ	だらけ	ダラケ	ダラケ	和	だらけ	ダラケ	ダラケ	ダラケ	*	*	*	*	*	*	1	C1	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
手	名詞	普通名詞	助数詞可能	*	*	*	テ	手	手	テ	テ	和	手	テ	テ	テ	テ濁	基本形	*	*	*	B1SjS	1	C3	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
算盤	名詞	普通名詞	一般	*	*	*	ソロバン	算盤	算盤	ソロバン	ソロバン	漢	算盤	ソロバン	ソロバン	ソロバン	*	*	*	*	*	*	0	C2	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
抱え	動詞	一般	*	*	文語下二段-ハ行	連用形-一般	カカエル	抱える	抱え	カカエ	カカエ	和	抱う	カカウ	カカウ	カカウ	*	*	*	*	*	*	0	C2	*
ながら	助詞	接続助詞	*	*	*	*	ナガラ	ながら	ながら	ナガラ	ナガラ	和	ながら	ナガラ	ナガラ	ナガラ	*	*	*	*	*	*	*	"名詞%F4@1	動詞%F4@1	形容詞%F4@1"	*
学校	名詞	普通名詞	一般	*	*	*	ガッコウ	学校	学校	ガッコー	ガッコウ	漢	学校	ガッコー	ガッコウ	ガッコウ	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
門	名詞	普通名詞	一般	*	*	*	モン	門	門	モン	モン	漢	門	モン	モン	モン	*	*	*	*	*	*	1	C3	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
出よう	動詞	一般	*	*	下一段-ダ行	意志推量形	デル	出る	出よう	デヨー	デヨウ	和	出る	デル	デル	デル	*	*	*	*	*	*	1	C1	M1@1
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
する	動詞	非自立可能	*	*	文語サ行変格	連体形-一般	スル	為る	する	スル	スル	和	す	ス	ス	ス	*	*	*	*	*	*	1	C4	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
「	補助記号	括弧開	*	*	*	*		「	「			記号	「				*	*	*	*	*	*	*	*	*
萩原	名詞	普通名詞	一般	*	*	*	ハギハラ	萩原	萩原	ハギハラ	ハギハラ	和	萩原	ハギハラ	ハギハラ	ハギハラ	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
栄	名詞	普通名詞	一般	*	*	*	エイ	栄	栄	エー	エイ	漢	栄	エー	エイ	エイ	*	*	*	*	*	*	1	C4	*
ちゃん	接尾辞	名詞的	一般	*	*	*	チャン	ちゃん	ちゃん	チャン	チャン	和	ちゃん	チャン	チャン	チャン	*	*	*	*	*	*	*	C3	*
」	補助記号	括弧閉	*	*	*	*		」	」			記号	」				*	*	*	*	*	*	*	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
私	代名詞	*	*	*	*	*	ワタクシ	私-代名詞	私	ワタクシ	ワタクシ	和	私	ワタクシ	ワタクシ	ワタクシ	*	*	*	*	*	*	0	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
名	名詞	普通名詞	一般	*	*	*	ナ	名	名	ナ	ナ	和	名	ナ	ナ	ナ	*	*	*	*	*	*	0	C3	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
呼ん	動詞	一般	*	*	文語四段-バ行	連用形-撥音便	ヨブ	呼ぶ	呼ん	ヨン	ヨン	和	呼ぶ	ヨブ	ヨブ	ヨブ	*	*	*	*	*	*	0	C4	*
で	助詞	接続助詞	*	*	*	*	テ	て	で	デ	デ	和	で	デ	デ	デ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
後	名詞	普通名詞	副詞可能	*	*	*	ノチ	後	後	ノチ	ノチ	和	後	ノチ	ノチ	ノチ	*	*	*	*	*	*	"0	2"	C4	*
から	助詞	格助詞	*	*	*	*	カラ	から	から	カラ	カラ	和	から	カラ	カラ	カラ	*	*	*	*	*	*	*	"動詞%F2@0	形容詞%F2@-1	名詞%F1"	*
ばた	副詞	*	*	*	*	*	バタ	ばた	ばた	バタ	バタ	和	ばた	バタ	バタ	バタ	*	*	*	*	*	*	2	*	*
／	補助記号	一般	*	*	*	*		／	／			記号	／				*	*	*	*	*	*	*	*	*
＼	補助記号	一般	*	*	*	*		＼	＼			記号	＼				*	*	*	*	*	*	*	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
追いかけ	動詞	一般	*	*	下一段-カ行	連用形-一般	オイカケル	追い掛ける	追いかけ	オイカケ	オイカケ	和	追いかける	オイカケル	オイカケル	オイカケル	*	*	*	*	*	*	4	C1	M4@1
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
来	動詞	非自立可能	*	*	文語カ行変格	連用形-一般	クル	来る	来	キ	キ	和	来	ク	ク	ク	*	*	*	*	*	*	1	C3	*
た	助動詞	*	*	*	助動詞-タ	連体形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
者	名詞	普通名詞	一般	*	*	*	モノ	者	者	モノ	モノ	和	者	モノ	モノ	モノ	*	*	*	*	*	*	2	C4	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
ある	動詞	非自立可能	*	*	五段-ラ行	終止形-一般	アル	有る	ある	アル	アル	和	ある	アル	アル	アル	*	*	*	*	*	*	1	C3	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
其の	連体詞	*	*	*	*	*	ソノ	其の	其の	ソノ	ソノ	和	其の	ソノ	ソノ	ソノ	*	*	*	*	*	*	0	*	*
子	名詞	普通名詞	一般	*	*	*	コ	子	子	コ	コ	和	子	コ	コ	コ	コ濁	基本形	*	*	*	*	0	C4	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
同級	名詞	普通名詞	一般	*	*	*	ドウキュウ	同級	同級	ドーキュー	ドウキュウ	漢	同級	ドーキュー	ドウキュウ	ドウキュウ	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
塙	名詞	固有名詞	人名	姓	*	*	バン	バン	塙	バン	バン	固	塙	バン	バン	バン	*	*	*	*	*	*	1	*	*
信一	名詞	固有名詞	人名	名	*	*	ノブカズ	ノブカズ	信一	ノブカズ	ノブカズ	固	信一	ノブカズ	ノブカズ	ノブカズ	*	*	*	*	*	*	2	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
云っ	動詞	一般	*	*	文語四段-ハ行	連用形-促音便	イウ	言う	云っ	イッ	イッ	和	云う	イウ	イウ	イウ	*	*	*	*	*	*	0	C2	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
入学	名詞	普通名詞	サ変可能	*	*	*	ニュウガク	入学	入学	ニューガク	ニュウガク	漢	入学	ニューガク	ニュウガク	ニュウガク	*	*	*	*	*	*	0	C2	*
