うたかた	名詞	普通名詞	一般	*	*	*	ウタカタ	泡沫	うたかた	ウタカタ	ウタカタ	和	うたかた	ウタカタ	ウタカタ	ウタカタ	*	*	*	*	*	*	0	C2	*
築きおこし	動詞	一般	*	*	文語四段-サ行	連用形-一般	キズキオコス	築き起こす	築きおこし	キズキオコシ	キズキオコシ	和	築きおこす	キズキオコス	キズキオコス	キズキオコス	*	*	*	*	*	*	5	C1	*
たる	助動詞	*	*	*	文語助動詞-タリ-完了	連体形-一般	タリ	たり-完了	たる	タル	タル	和	たり	タリ	タリ	タリ	*	*	*	*	*	*	*	"動詞%F6@1	-1	形容詞%F2@-2"	*
おほいへ	名詞	普通名詞	一般	*	*	*	オオイエ	大家	おほいへ	オーイエ	オホイヘ	和	おほいへ	オーイエ	オホイヘ	オオイエ	*	*	*	*	*	*	0	C2	*
あり	動詞	非自立可能	*	*	文語ラ行変格	終止形-一般	アル	有る	あり	アリ	アリ	和	あり	アリ	アリ	アリ	*	*	*	*	*	*	1	C3	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
これ	代名詞	*	*	*	*	*	コレ	此れ	これ	コレ	コレ	和	これ	コレ	コレ	コレ	*	*	*	*	*	*	0	*	*
バワリア	名詞	固有名詞	地名	一般	*	*	バワリア	バワリア	バワリア	バワリア	バワリア	固	バワリア	バワリア	バワリア	バワリア	*	*	*	*	*	*	2	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
首府	名詞	普通名詞	一般	*	*	*	シュフ	首府	首府	シュフ	シュフ	漢	首府	シュフ	シュフ	シュフ	*	*	*	*	*	*	1	C3	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
名高き	形容詞	一般	*	*	文語形容詞-ク	連体形-一般	ナダカイ	名高い	名高き	ナダカキ	ナダカキ	和	名高し	ナダカシ	ナダカシ	ナダカシ	*	*	*	*	*	*	3	C1	*
見もの	名詞	普通名詞	一般	*	*	*	ミモノ	見物	見もの	ミモノ	ミモノ	和	見もの	ミモノ	ミモノ	ミモノ	*	*	*	*	*	*	3	C2	*
なる	助動詞	*	*	*	文語助動詞-ナリ-断定	連体形-一般	ナリ	なり-断定	なる	ナル	ナル	和	なり	ナリ	ナリ	ナリ	*	*	*	*	*	*	*	"名詞%F2@1	形容詞%F2@-1動詞%F2@0"	*
美術	名詞	普通名詞	一般	*	*	*	ビジュツ	美術	美術	ビジュツ	ビジュツ	漢	美術	ビジュツ	ビジュツ	ビジュツ	*	*	*	*	*	*	1	C1	*
学校	名詞	普通名詞	一般	*	*	*	ガッコウ	学校	学校	ガッコー	ガッコウ	漢	学校	ガッコー	ガッコウ	ガッコウ	*	*	*	*	*	*	0	C2	*
なり	助動詞	*	*	*	文語助動詞-ナリ-断定	終止形-一般	ナリ	なり-断定	なり	ナリ	ナリ	和	なり	ナリ	ナリ	ナリ	*	*	*	*	*	*	*	"名詞%F2@1	形容詞%F2@-1動詞%F2@0"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
校長	名詞	普通名詞	一般	*	*	*	コウチョウ	校長	校長	コーチョー	コウチョウ	漢	校長	コーチョー	コウチョウ	コウチョウ	*	*	*	*	*	*	0	C2	*
ピロッチイ	名詞	固有名詞	人名	一般	*	*	ピロッチー	ピロッチー	ピロッチイ	ピロッチー	ピロッチイ	固	ピロッチイ	ピロッチー	ピロッチイ	ピロッチー	*	*	*	*	*	*	2	*	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
名	名詞	普通名詞	一般	*	*	*	ナ	名	名	ナ	ナ	和	名	ナ	ナ	ナ	*	*	*	*	*	*	0	C3	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
をちこち	名詞	普通名詞	一般	*	*	*	オチコチ	遠近	をちこち	オチコチ	ヲチコチ	和	をちこち	オチコチ	ヲチコチ	オチコチ	*	*	*	*	*	*	"2	3"	C1	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
鳴りひびき	動詞	一般	*	*	文語四段-カ行	連用形-一般	ナリヒビク	鳴り響く	鳴りひびき	ナリヒビキ	ナリヒビキ	和	鳴りひびく	ナリヒビク	ナリヒビク	ナリヒビク	*	*	*	*	*	*	4	C1	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
独逸	名詞	固有名詞	地名	国	*	*	ドイツ	ドイツ-Duits	独逸	ドイツ	ドイツ	固	独逸	ドイツ	ドイツ	ドイツ	*	*	*	*	*	*	1	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
国々	名詞	普通名詞	一般	*	*	*	クニグニ	国々	国々	クニグニ	クニグニ	和	国々	クニグニ	クニグニ	クニグニ	*	*	*	*	*	*	2	C1	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
いふ	動詞	一般	*	*	文語四段-ハ行	連体形-一般	イウ	言う	いふ	イウ	イフ	和	いふ	イウ	イフ	イウ	*	*	*	*	*	*	0	C2	*
も	助詞	係助詞	*	*	*	*	モ	も	も	モ	モ	和	も	モ	モ	モ	*	*	*	*	*	*	*	"動詞%F2@-1	形容詞%F4@-2	名詞%F1"	*
さら	形状詞	一般	*	*	*	*	サラ	更	さら	サラ	サラ	和	さら	サラ	サラ	サラ	*	*	*	*	*	*	1	C3	*
なり	助動詞	*	*	*	文語助動詞-ナリ-断定	終止形-一般	ナリ	なり-断定	なり	ナリ	ナリ	和	なり	ナリ	ナリ	ナリ	*	*	*	*	*	*	*	"名詞%F2@1	形容詞%F2@-1動詞%F2@0"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
新	接頭辞	*	*	*	*	*	シン	新	新	シン	シン	漢	新	シン	シン	シン	*	*	*	*	*	*	*	P2	*
｜	補助記号	一般	*	*	*	*		｜	｜			記号	｜				*	*	*	*	*	*	*	*	*
希臘	名詞	固有名詞	地名	国	*	*	ギリシャ	ギリシャ-Graecia	希臘	ギリシャ	ギリシャ	固	希臘	ギリシャ	ギリシャ	ギリシャ	*	*	*	*	*	*	1	*	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
伊太利	名詞	固有名詞	地名	国	*	*	イタリア	イタリア-Italia	伊太利	イタリー	イタリー	固	伊太利	イタリー	イタリー	イタリー	*	*	*	*	*	*	1	*	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
※	補助記号	一般	*	*	*	*		※	※			記号	※				*	*	*	*	*	*	*	*	*
馬	名詞	普通名詞	一般	*	*	*	ウマ	馬	馬	ウマ	ウマ	和	馬	ウマ	ウマ	ウマ	*	*	*	*	*	*	2	C3	*
など	助詞	副助詞	*	*	*	*	ナド	など	など	ナド	ナド	和	など	ナド	ナド	ナド	*	*	*	*	*	*	*	"名詞%F2@1	形容詞%F2@-1	動詞%F2@0"	*
より	助詞	格助詞	*	*	*	*	ヨリ	より	より	ヨリ	ヨリ	和	より	ヨリ	ヨリ	ヨリ	*	*	*	*	*	*	*	"名詞%F2@1	動詞%F2@1	形容詞%F2@1"	*
も	助詞	係助詞	*	*	*	*	モ	も	も	モ	モ	和	も	モ	モ	モ	*	*	*	*	*	*	*	"動詞%F2@-1	形容詞%F4@-2	名詞%F1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
ここ	代名詞	*	*	*	*	*	ココ	此処	ここ	ココ	ココ	和	ここ	ココ	ココ	ココ	*	*	*	*	*	*	0	*	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
来り	動詞	非自立可能	*	*	文語四段-ラ行	連用形-一般	キタル	来たる	来り	キタリ	キタリ	和	来る	キタル	キタル	キタル	*	*	*	*	*	*	2	C1	*
つどへ	動詞	一般	*	*	文語四段-ハ行	命令形	ツドウ	集う	つどへ	ツドエ	ツドヘ	和	つどふ	ツドウ	ツドフ	ツドウ	*	*	*	*	*	*	2	C1	*
る	助動詞	*	*	*	文語助動詞-リ	連体形-一般	リ	り	る	ル	ル	和	り	リ	リ	リ	*	*	*	*	*	*	*	動詞%F4@0	*
彫工	名詞	普通名詞	一般	*	*	*	チョウコウ	彫工	彫工	チョーコー	チョウコウ	漢	彫工	チョーコー	チョウコウ	チョウコウ	*	*	*	*	*	*	0	C2	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
画工	名詞	普通名詞	一般	*	*	*	ガコウ	画工	画工	ガコー	ガコウ	漢	画工	ガコー	ガコウ	ガコウ	*	*	*	*	*	*	0	C2	*
数	名詞	普通名詞	一般	*	*	*	カズ	数	数	カズ	カズ	和	数	カズ	カズ	カズ	*	*	*	*	*	*	1	C3	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
知ら	動詞	一般	*	*	文語四段-ラ行	未然形-一般	シル	知る	知ら	シラ	シラ	和	知る	シル	シル	シル	*	*	*	*	*	*	0	C2	*
ず	助動詞	*	*	*	文語助動詞-ズ	終止形-一般	ズ	ず	ず	ズ	ズ	和	ず	ズ	ズ	ズ	*	*	*	*	*	*	*	"形容詞%F4@-1	動詞%F3@0"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
日課	名詞	普通名詞	一般	*	*	*	ニッカ	日課	日課	ニッカ	ニッカ	漢	日課	ニッカ	ニッカ	ニッカ	*	*	*	*	*	*	0	C2	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
畢へ	動詞	非自立可能	*	*	文語下二段-ハ行	連用形-一般	オエル	終える	畢へ	オエ	オヘ	和	畢ふ	オウ	オフ	オウ	*	*	*	*	*	*	0	C4	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
後	名詞	普通名詞	副詞可能	*	*	*	ノチ	後	後	ノチ	ノチ	和	後	ノチ	ノチ	ノチ	*	*	*	*	*	*	"0	2"	C4	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
学校	名詞	普通名詞	一般	*	*	*	ガッコウ	学校	学校	ガッコー	ガッコウ	漢	学校	ガッコー	ガッコウ	ガッコウ	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
向ひ	動詞	一般	*	*	文語四段-ハ行	連用形-一般	ムカウ	向かう	向ひ	ムカイ	ムカヒ	和	向ふ	ムカウ	ムカフ	ムカウ	*	*	*	*	*	*	0	C2	*
なる	動詞	非自立可能	*	*	文語四段-ラ行	終止形-一般	ナル	成る	なる	ナル	ナル	和	なる	ナル	ナル	ナル	*	*	*	*	*	*	1	C1	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
「	補助記号	括弧開	*	*	*	*		「	「			記号	「				*	*	*	*	*	*	*	*	*
カッフェエ	名詞	普通名詞	一般	*	*	*	カフェ	カフェ-cafe	カッフェエ	カッフェー	カッフェエ	外	カッフェエ	カッフェー	カッフェエ	カッフェー	*	*	*	*	*	*	1	C1	*
・	補助記号	一般	*	*	*	*		・	・		・	記号	・		・		*	*	*	*	*	*	*	*	*
ミネルワ	名詞	固有名詞	人名	一般	*	*	ミネルバ	ミネルバ-Minerva	ミネルワ	ミネルワ	ミネルワ	固	ミネルワ	ミネルワ	ミネルワ	ミネルワ	*	*	*	*	*	*	2	*	*
」	補助記号	括弧閉	*	*	*	*		」	」			記号	」				*	*	*	*	*	*	*	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
いふ	動詞	一般	*	*	文語四段-ハ行	連体形-一般	イウ	言う	いふ	イウ	イフ	和	いふ	イウ	イフ	イウ	*	*	*	*	*	*	0	C2	*
店	名詞	普通名詞	一般	*	*	*	ミセ	店	店	ミセ	ミセ	和	店	ミセ	ミセ	ミセ	*	*	*	*	*	*	2	C3	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
入り	動詞	一般	*	*	文語四段-ラ行	連用形-一般	イル	入る	入り	イリ	イリ	和	入る	イル	イル	イル	*	*	*	*	*	*	0	C4	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
珈琲	名詞	普通名詞	一般	*	*	*	コーヒー	コーヒー-coffee	珈琲	コーヒー	コーヒー	外	珈琲	コーヒー	コーヒー	コーヒー	*	*	*	*	*	*	3	C2	*
のみ	助詞	副助詞	*	*	*	*	ノミ	のみ	のみ	ノミ	ノミ	和	のみ	ノミ	ノミ	ノミ	*	*	*	*	*	*	*	"動詞%F2@1	名詞%F2@1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
酒	名詞	普通名詞	一般	*	*	*	サケ	酒	酒	サケ	サケ	和	酒	サケ	サケ	サケ	サ濁	基本形	*	*	*	*	0	C3	*
くみ	動詞	一般	*	*	文語四段-マ行	連用形-一般	クム	汲む	くみ	クミ	クミ	和	くむ	クム	クム	クム	*	*	*	*	*	*	0	C4	*
かはし	動詞	非自立可能	*	*	文語四段-サ行	連用形-一般	カワス	交わす	かはし	カワシ	カハシ	和	かはす	カワス	カハス	カワス	*	*	*	*	*	*	0	C2	*
など	助詞	副助詞	*	*	*	*	ナド	など	など	ナド	ナド	和	など	ナド	ナド	ナド	*	*	*	*	*	*	*	"名詞%F2@1	形容詞%F2@-1	動詞%F2@0"	*
し	動詞	非自立可能	*	*	文語サ行変格	連用形-一般	スル	為る	し	シ	シ	和	す	ス	ス	ス	*	*	*	*	*	*	1	C4	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
おもひおもひ	副詞	*	*	*	*	*	オモイオモイ	思い思い	おもひおもひ	オモイオモイ	オモヒオモヒ	和	おもひおもひ	オモイオモイ	オモヒオモヒ	オモイオモイ	*	*	*	*	*	*	4	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
戯	名詞	普通名詞	一般	*	*	*	タワムレ	戯れ	戯	タワムレ	タワムレ	和	戯	タワムレ	タワムレ	タワムレ	*	*	*	*	*	*	0	C2	*
す	動詞	非自立可能	*	*	文語サ行変格	終止形-一般	スル	為る	す	ス	ス	和	す	ス	ス	ス	*	*	*	*	*	*	1	C4	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
こよひ	名詞	普通名詞	副詞可能	*	*	*	コヨイ	今宵	こよひ	コヨイ	コヨヒ	和	こよひ	コヨイ	コヨヒ	コヨイ	*	*	*	*	*	*	0	C2	*
も	助詞	係助詞	*	*	*	*	モ	も	も	モ	モ	和	も	モ	モ	モ	*	*	*	*	*	*	*	"動詞%F2@-1	形容詞%F4@-2	名詞%F1"	*
