歯車	名詞	普通名詞	一般	*	*	*	ハグルマ	歯車	歯車	ハグルマ	ハグルマ	和	歯車	ハグルマ	ハグルマ	ハグルマ	*	*	*	*	*	*	2	C1	*
道	名詞	普通名詞	一般	*	*	*	ミチ	道	道	ミチ	ミチ	和	道	ミチ	ミチ	ミチ	*	*	*	*	*	*	0	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
両	接頭辞	*	*	*	*	*	リョウ	両	両	リョー	リョウ	漢	両	リョー	リョウ	リョウ	*	*	*	*	*	*	*	P4	*
がは	名詞	普通名詞	一般	*	*	*	ガワ	側	がは	ガワ	ガハ	和	がは	ガワ	ガハ	ガワ	*	*	*	*	*	*	0	C4	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
大抵	副詞	*	*	*	*	*	タイテイ	大抵	大抵	タイテー	タイテイ	漢	大抵	タイテー	タイテイ	タイテイ	*	*	*	*	*	*	0	*	*
松	名詞	普通名詞	一般	*	*	*	マツ	松	松	マツ	マツ	和	松	マツ	マツ	マツ	*	*	*	*	*	*	1	C3	*
ばかり	助詞	副助詞	*	*	*	*	バカリ	ばかり	ばかり	バカリ	バカリ	和	ばかり	バカリ	バカリ	バカリ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F2@1	名詞%F2@1"	*
茂つ	動詞	一般	*	*	五段-ラ行	連用形-促音便	シゲル	茂る	茂つ	シゲッ	シゲッ	和	茂る	シゲル	シゲル	シゲル	*	*	*	*	*	*	2	C1	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
ゐ	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	イル	居る	ゐ	イ	ヰ	和	ゐる	イル	ヰル	イル	*	*	*	*	*	*	0	C4	M4@1
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
上り	名詞	普通名詞	一般	*	*	*	アガリ	上がり	上り	アガリ	アガリ	和	上り	アガリ	アガリ	アガリ	*	*	*	*	*	*	0	C2	*
列車	名詞	普通名詞	一般	*	*	*	レッシャ	列車	列車	レッシャ	レッシャ	漢	列車	レッシャ	レッシャ	レッシャ	*	*	*	*	*	*	"0	1"	C2	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
間に合	動詞	一般	*	*	文語四段-ハ行	連用形-一般	マニアウ	間に合う	間に合	マニアイ	マニアヒ	和	間に合ふ	マニアウ	マニアフ	マニアウ	*	*	*	*	*	*	3	C1	*
ふか	形容詞	一般	*	*	文語形容詞-ク	語幹-一般	フカイ	深い	ふか	フカ	フカ	和	ふかし	フカシ	フカシ	フカシ	フ濁	基本形	*	*	*	*	1	C1	*
どう	副詞	*	*	*	*	*	ドウ	どう	どう	ドー	ドウ	和	どう	ドー	ドウ	ドウ	*	*	*	*	*	*	1	*	*
か	助詞	係助詞	*	*	*	*	カ	か	か	カ	カ	和	か	カ	カ	カ	*	*	*	*	*	*	*	"動詞%F2@0	形容詞%F2@-1	名詞%F1"	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
可	名詞	普通名詞	形状詞可能	*	*	*	カ	可	可	カ	カ	漢	可	カ	カ	カ	*	*	*	*	*	*	1	C4	*
也	助動詞	*	*	*	文語助動詞-ナリ-断定	終止形-一般	ナリ	なり-断定	也	ナリ	ナリ	和	なり	ナリ	ナリ	ナリ	*	*	*	*	*	*	*	"名詞%F2@1	形容詞%F2@-1動詞%F2@0"	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
かなり	副詞	*	*	*	*	*	カナリ	可成	かなり	カナリ	カナリ	混	かなり	カナリ	カナリ	カナリ	*	*	*	*	*	*	1	*	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
怪しい	形容詞	一般	*	*	形容詞	連体形-一般	アヤシイ	怪しい	怪しい	アヤシー	アヤシイ	和	怪しい	アヤシー	アヤシイ	アヤシイ	*	*	*	*	*	*	"0	3"	C2	*
の	助詞	準体助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	"動詞%F2@0	形容詞%F2@-1"	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
違ひ	動詞	一般	*	*	文語四段-ハ行	連用形-一般	タガウ	違う	違ひ	タガイ	タガヒ	和	違ふ	タガウ	タガフ	タガウ	*	*	*	*	*	*	2	C1	*
なかつ	助動詞	*	*	*	助動詞-ナイ	連用形-促音便	ナイ	ない	なかつ	ナカッ	ナカッ	和	ない	ナイ	ナイ	ナイ	*	*	*	*	*	*	*	動詞%F3@0	M2@2
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
自動	名詞	普通名詞	一般	*	*	*	ジドウ	自動	自動	ジドー	ジドウ	漢	自動	ジドー	ジドウ	ジドウ	*	*	*	*	*	*	0	C2	*
車	接尾辞	名詞的	一般	*	*	*	シャ	車	車	シャ	シャ	漢	車	シャ	シャ	シャ	シ濁	基本形	*	*	*	*	*	C3	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
丁度	副詞	*	*	*	*	*	チョウド	丁度	丁度	チョード	チョウド	漢	丁度	チョード	チョウド	チョウド	*	*	*	*	*	*	0	*	*
僕	代名詞	*	*	*	*	*	ボク	僕	僕	ボク	ボク	漢	僕	ボク	ボク	ボク	*	*	*	*	*	*	"1	0"	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
外	名詞	普通名詞	副詞可能	*	*	*	ホカ	他	外	ホカ	ホカ	和	外	ホカ	ホカ	ホカ	*	*	*	*	*	*	0	C3	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
或	連体詞	*	*	*	*	*	アル	或る	或	アル	アル	和	或	アル	アル	アル	*	*	*	*	*	*	1	*	*
理髪	名詞	普通名詞	サ変可能	*	*	*	リハツ	理髪	理髪	リハツ	リハツ	漢	理髪	リハツ	リハツ	リハツ	*	*	*	*	*	*	0	C2	*
店	接尾辞	名詞的	一般	*	*	*	テン	店	店	テン	テン	漢	店	テン	テン	テン	*	*	*	*	*	*	*	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
主人	名詞	普通名詞	一般	*	*	*	シュジン	主人	主人	シュジン	シュジン	漢	主人	シュジン	シュジン	シュジン	*	*	*	*	*	*	1	C1	*
も	助詞	係助詞	*	*	*	*	モ	も	も	モ	モ	和	も	モ	モ	モ	*	*	*	*	*	*	*	"動詞%F2@-1	形容詞%F4@-2	名詞%F1"	*
乗り合せ	動詞	一般	*	*	文語下二段-サ行	連用形-一般	ノリアワセル	乗り合わせる	乗り合せ	ノリアワセ	ノリアワセ	和	乗り合す	ノリアワス	ノリアワス	ノリアワス	*	*	*	*	*	*	4	C1	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
ゐ	動詞	非自立可能	*	*	上一段-ア行	連用形-一般	イル	居る	ゐ	イ	ヰ	和	ゐる	イル	ヰル	イル	*	*	*	*	*	*	0	C4	M4@1
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
彼	代名詞	*	*	*	*	*	カレ	彼	彼	カレ	カレ	和	彼	カレ	カレ	カレ	*	*	*	*	*	*	1	*	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
棗	名詞	普通名詞	一般	*	*	*	ナツメ	棗	棗	ナツメ	ナツメ	和	棗	ナツメ	ナツメ	ナツメ	*	*	*	*	*	*	0	C2	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
なつめ	名詞	普通名詞	一般	*	*	*	ナツメ	棗	なつめ	ナツメ	ナツメ	和	なつめ	ナツメ	ナツメ	ナツメ	*	*	*	*	*	*	0	C2	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
やう	形状詞	助動詞語幹	*	*	*	*	ヨウ	様	やう	ヨー	ヤウ	漢	やう	ヨー	ヤウ	ヨウ	*	*	*	*	*	*	1	C3	*
に	助動詞	*	*	*	助動詞-ダ	連用形-ニ	ダ	だ	に	ニ	ニ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	*
まるまる	副詞	*	*	*	*	*	マルマル	丸々	まるまる	マルマル	マルマル	和	まるまる	マルマル	マルマル	マルマル	*	*	*	*	*	*	3	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
肥つ	動詞	一般	*	*	五段-ラ行	連用形-促音便	フトル	太る	肥つ	フトッ	フトッ	和	肥る	フトル	フトル	フトル	*	*	*	*	*	*	2	C1	*
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
短い	形容詞	一般	*	*	形容詞	連体形-一般	ミジカイ	短い	短い	ミジカイ	ミジカイ	和	短い	ミジカイ	ミジカイ	ミジカイ	*	*	*	*	*	*	3	C1	*
顋	名詞	普通名詞	一般	*	*	*	アゴ	顎	顋	アゴ	アゴ	和	顋	アゴ	アゴ	アゴ	*	*	*	*	*	*	2	C4	*
髯	名詞	普通名詞	一般	*	*	*	ヒゲ	髭	髯	ヒゲ	ヒゲ	和	髯	ヒゲ	ヒゲ	ヒゲ	*	*	*	*	*	*	0	C3	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
あごひげ	名詞	普通名詞	一般	*	*	*	アゴヒゲ	顎髭	あごひげ	アゴヒゲ	アゴヒゲ	和	あごひげ	アゴヒゲ	アゴヒゲ	アゴヒゲ	*	*	*	*	*	*	0	C2	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
持ち主	名詞	普通名詞	一般	*	*	*	モチヌシ	持ち主	持ち主	モチヌシ	モチヌシ	和	持ち主	モチヌシ	モチヌシ	モチヌシ	*	*	*	*	*	*	2	C1	*
だつ	助動詞	*	*	*	助動詞-ダ	連用形-促音便	ダ	だ	だつ	ダッ	ダッ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	M2@1
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
僕	代名詞	*	*	*	*	*	ボク	僕	僕	ボク	ボク	漢	僕	ボク	ボク	ボク	*	*	*	*	*	*	"1	0"	*	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
時間	名詞	普通名詞	助数詞可能	*	*	*	ジカン	時間	時間	ジカン	ジカン	漢	時間	ジカン	ジカン	ジカン	*	*	*	*	*	B4WW7G9G	0	C2	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
気	名詞	普通名詞	一般	*	*	*	キ	気	気	キ	キ	漢	気	キ	キ	キ	キ濁	基本形	*	*	*	*	0	C3	*
に	助動詞	*	*	*	文語助動詞-ナリ-断定	連用形-ニ	ナリ	なり-断定	に	ニ	ニ	和	なり	ナリ	ナリ	ナリ	*	*	*	*	*	*	*	"名詞%F2@1	形容詞%F2@-1動詞%F2@0"	*
し	動詞	非自立可能	*	*	文語サ行変格	連用形-一般	スル	為る	し	シ	シ	和	す	ス	ス	ス	*	*	*	*	*	*	1	C4	*
ながら	助詞	接続助詞	*	*	*	*	ナガラ	ながら	ながら	ナガラ	ナガラ	和	ながら	ナガラ	ナガラ	ナガラ	*	*	*	*	*	*	*	"名詞%F4@1	動詞%F4@1	形容詞%F4@1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
時々	名詞	普通名詞	副詞可能	*	*	*	トキドキ	時々	時々	トキドキ	トキドキ	和	時々	トキドキ	トキドキ	トキドキ	*	*	*	*	*	*	"2	0"	C1	*
彼	代名詞	*	*	*	*	*	カレ	彼	彼	カレ	カレ	和	彼	カレ	カレ	カレ	*	*	*	*	*	*	1	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
話	名詞	普通名詞	サ変可能	*	*	*	ハナシ	話	話	ハナシ	ハナシ	和	話	ハナシ	ハナシ	ハナシ	ハ濁	基本形	*	*	*	*	3	C2	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
し	動詞	非自立可能	*	*	サ行変格	連用形-一般	スル	為る	し	シ	シ	和	する	スル	スル	スル	*	*	*	*	*	*	0	C5	*
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
「	補助記号	括弧開	*	*	*	*		「	「			記号	「				*	*	*	*	*	*	*	*	*
妙	名詞	普通名詞	形状詞可能	*	*	*	ミョウ	妙	妙	ミョー	ミョウ	漢	妙	ミョー	ミョウ	ミョウ	*	*	*	*	*	*	1	C3	*
な	助動詞	*	*	*	助動詞-ダ	連体形-一般	ダ	だ	な	ナ	ナ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	*
こと	名詞	普通名詞	一般	*	*	*	コト	事	こと	コト	コト	和	こと	コト	コト	コト	コ濁	基本形	*	*	*	B1WS2WB3WB6SjShS	2	C3	*
も	助詞	係助詞	*	*	*	*	モ	も	も	モ	モ	和	も	モ	モ	モ	*	*	*	*	*	*	*	"動詞%F2@-1	形容詞%F4@-2	名詞%F1"	*
あり	動詞	非自立可能	*	*	五段-ラ行	連用形-一般	アル	有る	あり	アリ	アリ	和	ある	アル	アル	アル	*	*	*	*	*	*	1	C3	*
ます	助動詞	*	*	*	助動詞-マス	終止形-一般	マス	ます	ます	マス	マス	和	ます	マス	マス	マス	*	*	*	*	*	*	*	動詞%F4@1	*
ね	助詞	終助詞	*	*	*	*	ネ	ね	ね	ネ	ネ	和	ね	ネ	ネ	ネ	*	*	*	*	*	*	*	"動詞%F1	名詞%F1	形容詞%F1"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
×	補助記号	一般	*	*	*	*		×	×			記号	×				*	*	*	*	*	*	*	*	*
×	名詞	普通名詞	一般	*	*	*	バツ	×	×	バツ	バツ	記号	×	バツ	バツ	バツ	*	*	*	*	*	*	"1	0"	C3	*
さん	接尾辞	名詞的	一般	*	*	*	サン	さん	さん	サン	サン	和	さん	サン	サン	サン	*	*	*	*	*	*	*	C4	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
屋敷	名詞	普通名詞	一般	*	*	*	ヤシキ	屋敷	屋敷	ヤシキ	ヤシキ	和	屋敷	ヤシキ	ヤシキ	ヤシキ	*	*	*	*	*	*	3	C2	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
