戯作	名詞	普通名詞	一般	*	*	*	ゲサク	戯作	戯作	ゲサク	ゲサク	漢	戯作	ゲサク	ゲサク	ゲサク	*	*	*	*	*	*	0	C2	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
朝	名詞	普通名詞	副詞可能	*	*	*	アサ	朝	朝	アサ	アサ	和	朝	アサ	アサ	アサ	*	*	*	*	*	*	1	C3	*
から	助詞	格助詞	*	*	*	*	カラ	から	から	カラ	カラ	和	から	カラ	カラ	カラ	*	*	*	*	*	*	*	"動詞%F2@0	形容詞%F2@-1	名詞%F1"	*
不	接頭辞	*	*	*	*	*	フ	不	不	フ	フ	漢	不	フ	フ	フ	フ濁	基本形	*	*	*	*	*	P2	*
相	名詞	普通名詞	一般	*	*	*	ソウ	相	相	ソー	ソウ	漢	相	ソー	ソウ	ソウ	*	*	*	*	*	*	1	C3	*
変	名詞	普通名詞	形状詞可能	*	*	*	ヘン	変	変	ヘン	ヘン	漢	変	ヘン	ヘン	ヘン	ヘ半濁	基本形	*	*	*	*	1	C3	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
あひ	接頭辞	*	*	*	*	*	アイ	相	あひ	アイ	アヒ	和	あひ	アイ	アヒ	アイ	*	*	*	*	*	*	*	P13	*
かはら	動詞	一般	*	*	文語四段-ラ行	未然形-一般	カワル	変わる	かはら	カワラ	カハラ	和	かはる	カワル	カハル	カワル	*	*	*	*	*	*	0	C2	*
ず	助動詞	*	*	*	文語助動詞-ズ	終止形-一般	ズ	ず	ず	ズ	ズ	和	ず	ズ	ズ	ズ	*	*	*	*	*	*	*	"形容詞%F4@-1	動詞%F3@0"	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
客	名詞	普通名詞	一般	*	*	*	キャク	客	客	キャク	キャク	漢	客	キャク	キャク	キャク	*	*	*	*	*	B1S6SjShS	0	C3	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
多かつ	形容詞	一般	*	*	形容詞	連用形-促音便	オオイ	多い	多かつ	オーカッ	オオカッ	和	多い	オーイ	オオイ	オオイ	*	*	*	*	*	*	"1	2"	C1	M2@2
た	助動詞	*	*	*	助動詞-タ	終止形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
式亭	名詞	固有名詞	人名	姓	*	*	シキテイ	シキテイ	式亭	シキテー	シキテイ	固	式亭	シキテー	シキテイ	シキテイ	*	*	*	*	*	*	"0	1"	*	*
三馬	名詞	固有名詞	人名	名	*	*	サンバ	サンバ	三馬	サンバ	サンバ	固	三馬	サンバ	サンバ	サンバ	*	*	*	*	*	*	1	*	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
しき	動詞	一般	*	*	文語四段-カ行	連用形-一般	シク	如く	しき	シキ	シキ	和	しく	シク	シク	シク	*	*	*	*	*	*	0	C2	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
いさ	副詞	*	*	*	*	*	イサ	いさ	いさ	イサ	イサ	和	いさ	イサ	イサ	イサ	*	*	*	*	*	*	1	*	*
んば	助詞	係助詞	*	*	*	*	ハ	は	んば	ンバ	ンバ	和	んば	ンバ	ンバ	ンバ	*	*	*	*	*	*	*	*	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
が	助詞	格助詞	*	*	*	*	ガ	が	が	ガ	ガ	和	が	ガ	ガ	ガ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
何	名詞	数詞	*	*	*	*	ナン	何	何	ナン	ナン	和	何	ナン	ナン	ナン	*	*	Nn	*	*	*	1	C3	*
年	名詞	普通名詞	助数詞可能	*	*	*	ネン	年	年	ネン	ネン	漢	年	ネン	ネン	ネン	*	*	*	*	*	B4WW7G9G	1	C3	*
か	助詞	係助詞	*	*	*	*	カ	か	か	カ	カ	和	か	カ	カ	カ	*	*	*	*	*	*	*	"動詞%F2@0	形容詞%F2@-1	名詞%F1"	*
前	名詞	普通名詞	副詞可能	*	*	*	マエ	前	前	マエ	マエ	和	前	マエ	マエ	マエ	*	*	*	*	*	*	1	C1	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
出版	名詞	普通名詞	サ変可能	*	*	*	シュッパン	出版	出版	シュッパン	シュッパン	漢	出版	シュッパン	シュッパン	シュッパン	*	*	*	*	*	*	0	C2	*
し	動詞	非自立可能	*	*	サ行変格	連用形-一般	スル	為る	し	シ	シ	和	する	スル	スル	スル	*	*	*	*	*	*	0	C5	*
た	助動詞	*	*	*	助動詞-タ	連体形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
滑稽	名詞	普通名詞	形状詞可能	*	*	*	コッケイ	滑稽	滑稽	コッケー	コッケイ	漢	滑稽	コッケー	コッケイ	コッケイ	*	*	*	*	*	*	0	C2	*
本	名詞	普通名詞	副詞可能	*	*	*	モト	下	本	モト	モト	和	本	モト	モト	モト	*	*	*	*	*	*	2	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
中	名詞	普通名詞	副詞可能	*	*	*	ナカ	中	中	ナカ	ナカ	和	中	ナカ	ナカ	ナカ	*	*	*	*	*	*	1	C4	*
で	助詞	格助詞	*	*	*	*	デ	で	で	デ	デ	和	で	デ	デ	デ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
「	補助記号	括弧開	*	*	*	*		「	「			記号	「				*	*	*	*	*	*	*	*	*
神祇	名詞	普通名詞	一般	*	*	*	ジンギ	神祇	神祇	ジンギ	ジンギ	漢	神祇	ジンギ	ジンギ	ジンギ	*	*	*	*	*	*	1	C1	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
じん	名詞	普通名詞	一般	*	*	*	ジン	腎	じん	ジン	ジン	漢	じん	ジン	ジン	ジン	*	*	*	*	*	*	1	C1	*
ぎ	名詞	普通名詞	一般	*	*	*	キ	気	ぎ	ギ	ギ	漢	ぎ	ギ	ギ	キ	キ濁	濁音形	*	*	*	*	0	C3	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
釈教	名詞	普通名詞	一般	*	*	*	シャッキョウ	釈教	釈教	シャッキョー	シャッキョウ	漢	釈教	シャッキョー	シャッキョウ	シャッキョウ	*	*	*	*	*	*	0	C2	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
しやく	名詞	普通名詞	形状詞可能	*	*	*	シャク	癪	しやく	シャク	シヤク	漢	しやく	シャク	シヤク	シャク	*	*	*	*	*	*	0	C3	*
けう	名詞	普通名詞	形状詞可能	*	*	*	ケウ	希有	けう	ケウ	ケウ	漢	けう	ケウ	ケウ	ケウ	*	*	*	*	*	*	1	C3	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
恋	名詞	普通名詞	サ変可能	*	*	*	コイ	恋	恋	コイ	コイ	和	恋	コイ	コイ	コイ	*	*	*	*	*	*	1	C3	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
無常	名詞	普通名詞	一般	*	*	*	ムジョウ	無常	無常	ムジョー	ムジョウ	漢	無常	ムジョー	ムジョウ	ムジョウ	*	*	*	*	*	*	0	C2	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
みな	名詞	普通名詞	副詞可能	*	*	*	ミナ	皆	みな	ミナ	ミナ	和	みな	ミナ	ミナ	ミナ	*	*	*	*	*	*	"2	0"	C3	*
いり	接尾辞	名詞的	一般	*	*	*	イリ	入り	いり	イリ	イリ	和	いり	イリ	イリ	イリ	*	*	*	*	*	*	*	C4	*
ごみ	接尾辞	名詞的	一般	*	*	*	コミ	込み	ごみ	ゴミ	ゴミ	和	ごみ	ゴミ	ゴミ	コミ	コ濁	濁音形	*	*	*	*	*	C3	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
浮世	名詞	普通名詞	一般	*	*	*	ウキヨ	浮き世	浮世	ウキヨ	ウキヨ	和	浮世	ウキヨ	ウキヨ	ウキヨ	*	*	*	*	*	*	"2	1	0"	C1	*
風呂	名詞	普通名詞	一般	*	*	*	フロ	風呂	風呂	ブロ	ブロ	和	風呂	ブロ	ブロ	フロ	フ濁	濁音形	*	*	*	*	"2	1"	C1	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
うき	形容詞	一般	*	*	文語形容詞-ク	連体形-一般	ウイ	憂い	うき	ウキ	ウキ	和	うし	ウシ	ウシ	ウシ	*	*	*	*	*	*	1	C1	*
よ	助詞	終助詞	*	*	*	*	ヨ	よ	よ	ヨ	ヨ	和	よ	ヨ	ヨ	ヨ	*	*	*	*	*	*	*	"名詞%F1	動詞%F2@0	形容詞%F2@-1"	*
ぶろ	名詞	普通名詞	一般	*	*	*	フロ	風呂	ぶろ	ブロ	ブロ	和	ぶろ	ブロ	ブロ	フロ	フ濁	濁音形	*	*	*	*	"2	1"	C1	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
」	補助記号	括弧閉	*	*	*	*		」	」			記号	」				*	*	*	*	*	*	*	*	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
云つ	動詞	一般	*	*	五段-ワア行	連用形-促音便	イウ	言う	云つ	イッ	イツ	和	云ふ	イウ	イフ	イウ	*	*	*	*	*	*	0	C2	*
た	助動詞	*	*	*	助動詞-タ	連体形-一般	タ	た	た	タ	タ	和	た	タ	タ	タ	*	*	*	*	*	*	*	"動詞%F2@1	形容詞%F4@-2"	*
光景	名詞	普通名詞	一般	*	*	*	コウケイ	光景	光景	コーケー	コウケイ	漢	光景	コーケー	コウケイ	コウケイ	*	*	*	*	*	*	"0	1"	C2	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
今	名詞	普通名詞	副詞可能	*	*	*	イマ	今	今	イマ	イマ	和	今	イマ	イマ	イマ	*	*	*	*	*	*	1	C3	*
も	助詞	係助詞	*	*	*	*	モ	も	も	モ	モ	和	も	モ	モ	モ	*	*	*	*	*	*	*	"動詞%F2@-1	形容詞%F4@-2	名詞%F1"	*
その	連体詞	*	*	*	*	*	ソノ	其の	その	ソノ	ソノ	和	その	ソノ	ソノ	ソノ	*	*	*	*	*	*	0	*	*
頃	名詞	普通名詞	副詞可能	*	*	*	コロ	頃	頃	コロ	コロ	和	頃	コロ	コロ	コロ	コ濁	基本形	*	*	*	*	1	C3	*
と	助詞	格助詞	*	*	*	*	ト	と	と	ト	ト	和	と	ト	ト	ト	*	*	*	*	*	*	*	"名詞%F1	動詞%F1	形容詞%F2@-1"	*
変り	名詞	普通名詞	一般	*	*	*	カワリ	変わり	変り	カワリ	カワリ	和	変り	カワリ	カワリ	カワリ	*	*	*	*	*	*	0	C2	*
は	助詞	係助詞	*	*	*	*	ハ	は	は	ワ	ハ	和	は	ワ	ハ	ハ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
ない	形容詞	非自立可能	*	*	形容詞	終止形-一般	ナイ	無い	ない	ナイ	ナイ	和	ない	ナイ	ナイ	ナイ	*	*	*	*	*	*	1	C3	*
。	補助記号	句点	*	*	*	*		。	。			記号	。				*	*	*	*	*	*	*	*	*
風呂	名詞	普通名詞	一般	*	*	*	フロ	風呂	風呂	フロ	フロ	和	風呂	フロ	フロ	フロ	フ濁	基本形	*	*	*	*	"2	1"	C1	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
中	名詞	普通名詞	副詞可能	*	*	*	ナカ	中	中	ナカ	ナカ	和	中	ナカ	ナカ	ナカ	*	*	*	*	*	*	1	C4	*
で	助詞	格助詞	*	*	*	*	デ	で	で	デ	デ	和	で	デ	デ	デ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
歌	名詞	普通名詞	一般	*	*	*	ウタ	歌	歌	ウタ	ウタ	和	歌	ウタ	ウタ	ウタ	*	*	*	*	*	*	2	C3	*
祭文	名詞	普通名詞	一般	*	*	*	サイモン	祭文	祭文	サイモン	サイモン	漢	祭文	サイモン	サイモン	サイモン	サ濁	基本形	*	*	*	*	"0	1"	C2	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
うた	名詞	普通名詞	一般	*	*	*	ウタ	歌	うた	ウタ	ウタ	和	うた	ウタ	ウタ	ウタ	*	*	*	*	*	*	2	C3	*
ざい	接尾辞	名詞的	一般	*	*	*	ザイ	剤	ざい	ザイ	ザイ	漢	ざい	ザイ	ザイ	ザイ	*	*	*	*	*	*	*	C3	*
もん	助詞	終助詞	*	*	*	*	モノ	もの	もん	モン	モン	和	もん	モン	モン	モン	*	*	*	*	*	*	*	"動詞%F2@0	形容詞F2@-1"	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
唄つ	動詞	一般	*	*	文語四段-ハ行	連用形-促音便	ウタウ	歌う	唄つ	ウタッ	ウタッ	和	唄ふ	ウタウ	ウタフ	ウタウ	*	*	*	*	*	*	0	C2	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
ゐる	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	イル	居る	ゐる	イル	ヰル	和	ゐる	イル	ヰル	イル	*	*	*	*	*	*	0	C4	*
嚊	名詞	普通名詞	一般	*	*	*	カア	母	嚊	カカー	カカア	和	嚊	カカー	カカア	カカア	*	*	*	*	*	*	2	C2	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
かかあ	名詞	普通名詞	一般	*	*	*	カア	母	かかあ	カカー	カカア	和	かかあ	カカー	カカア	カカア	*	*	*	*	*	*	2	C2	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
たばね	動詞	一般	*	*	文語下二段-ナ行	連用形-一般	タバネル	束ねる	たばね	タバネ	タバネ	和	たばぬ	タバヌ	タバヌ	タバヌ	*	*	*	*	*	*	2	C1	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
上り	名詞	普通名詞	一般	*	*	*	アガリ	上がり	上り	アガリ	アガリ	和	上り	アガリ	アガリ	アガリ	*	*	*	*	*	*	0	C2	*
場	名詞	普通名詞	一般	*	*	*	バ	場	場	バ	バ	和	場	バ	バ	バ	*	*	*	*	*	*	0	C4	*
で	助詞	格助詞	*	*	*	*	デ	で	で	デ	デ	和	で	デ	デ	デ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1"	*
手拭	名詞	普通名詞	一般	*	*	*	テヌグイ	手拭い	手拭	テヌグイ	テヌグイ	和	手拭	テヌグイ	テヌグイ	テヌグイ	*	*	*	*	*	*	0	C2	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
しぼつ	動詞	一般	*	*	文語四段-ラ行	連用形-促音便	シボル	絞る	しぼつ	シボッ	シボッ	和	しぼる	シボル	シボル	シボル	*	*	*	*	*	*	2	C1	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
ゐる	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	イル	居る	ゐる	イル	ヰル	和	ゐる	イル	ヰル	イル	*	*	*	*	*	*	0	C4	*
ちよん髷	名詞	普通名詞	一般	*	*	*	チョンマゲ	丁髷	ちよん髷	チョンマゲ	チョンマゲ	和	ちよん髷	チョンマゲ	チョンマゲ	チョンマゲ	*	*	*	*	*	*	0	C2	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
まげ	名詞	普通名詞	一般	*	*	*	マゲ	髷	まげ	マゲ	マゲ	和	まげ	マゲ	マゲ	マゲ	*	*	*	*	*	*	0	C3	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
本多	名詞	普通名詞	一般	*	*	*	ホンダ	本多	本多	ホンダ	ホンダ	※	本多	ホンダ	ホンダ	ホンダ	*	*	*	*	*	*	0	C1	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
ほん	名詞	普通名詞	一般	*	*	*	ホン	本	ほん	ホン	ホン	漢	ほん	ホン	ホン	ホン	ホ濁	基本形	*	*	*	*	1	C3	*
だ	助動詞	*	*	*	助動詞-ダ	終止形-一般	ダ	だ	だ	ダ	ダ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
文身	名詞	普通名詞	一般	*	*	*	ブンシン	文身	文身	ブンシン	ブンシン	漢	文身	ブンシン	ブンシン	ブンシン	*	*	*	*	*	*	0	C2	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
ほりもの	名詞	普通名詞	一般	*	*	*	ホリモノ	彫り物	ほりもの	ホリモノ	ホリモノ	和	ほりもの	ホリモノ	ホリモノ	ホリモノ	*	*	*	*	*	*	"3	2	0	4"	C1	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
背中	名詞	普通名詞	一般	*	*	*	セナカ	背中	背中	セナカ	セナカ	和	背中	セナカ	セナカ	セナカ	*	*	*	*	*	*	0	C2	*
を	助詞	格助詞	*	*	*	*	ヲ	を	を	オ	ヲ	和	を	オ	ヲ	ヲ	*	*	*	*	*	*	*	"動詞%F2@0	名詞%F1	形容詞%F2@-1"	*
流さ	動詞	一般	*	*	文語四段-サ行	未然形-一般	ナガス	流す	流さ	ナガサ	ナガサ	和	流す	ナガス	ナガス	ナガス	*	*	*	*	*	*	2	C1	*
せ	助動詞	*	*	*	文語下二段-サ行	連用形-一般	セル	せる	せ	セ	セ	和	す	ス	ス	ス	*	*	*	*	*	*	*	*	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
ゐる	動詞	非自立可能	*	*	上一段-ア行	連体形-一般	イル	居る	ゐる	イル	ヰル	和	ゐる	イル	ヰル	イル	*	*	*	*	*	*	0	C4	*
丸	名詞	普通名詞	一般	*	*	*	マル	丸	丸	マル	マル	和	丸	マル	マル	マル	*	*	*	*	*	*	0	C3	*
額	名詞	普通名詞	一般	*	*	*	ガク	額	額	ガク	ガク	漢	額	ガク	ガク	ガク	*	*	*	*	*	*	"0	2"	C3	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
まる	接頭辞	*	*	*	*	*	マル	丸	まる	マル	マル	和	まる	マル	マル	マル	*	*	*	*	*	*	*	P1	*
